id,modification_time,adam_id,budget_amount,budget_currency,budget_orders,daily_budget_amount,daily_budget_currency,deleted,end_time,loc_invoice_detail_buyer_email,loc_invoice_detail_buyer_name,loc_invoice_detail_client_name,loc_invoice_detail_order_number,name,organization_id,payment_model,serving_state_reasons,serving_status,start_time,status
973923054,2021-12-10 19:17:21.119,1589007550,100,USD,[],5,USD,f,2022-01-31 23:59:00,,,,,Tap Away,3219110,PAYG,,RUNNING,2021-12-09 00:00:00,ENABLED
1088388037,2021-12-20 04:00:51.264,1589007550,100,USD,[],5,USD,f,2022-01-31 23:59:00,,,,,Tap Away,3219110,LOC,"[""TOTAL_BUDGET_EXHAUSTED""]",NOT_RUNNING,2021-12-09 00:00:00,ENABLED
1088388037,2021-12-27 00:33:15.302,1589007550,100,USD,[],5,USD,f,2022-01-31 23:59:00,,,,,Tap Away,3219110,STANDARD,"[""TOTAL_BUDGET_EXHAUSTED"",""PAUSED_BY_USER""]",NOT_RUNNING,2021-12-09 00:00:00,PAUSED
1088388089,2021-11-12 05:27:21,1589007630,96,USD,[],2,USD,f,2022-01-29 18:24:00,,,,,Tap Away,3219121,PREMIUM,,NOT_RUNNING,2021-12-26 10:14:00,ENABLED
1088388047,2021-12-13 15:24:21,1589007618,100,USD,[],6,USD,f,2022-01-17 03:08:00,,,,,Tap Away,3219175,ENTERPRISE,,NOT_RUNNING,2021-11-18 20:04:00,ENABLED
1088388101,2021-12-26 19:21:15,1589007625,94,USD,[],5,USD,f,2022-02-26 20:19:00,,,,,Tap Away,3219139,PAYG,"[""TOTAL_BUDGET_EXHAUSTED"",""PAUSED_BY_USER""]",NOT_RUNNING,2021-12-19 09:50:00,ENABLED
1088388045,2021-12-19 16:37:15,1589007590,96,USD,[],4,USD,f,2022-02-12 02:38:00,,,,,Tap Away,3219175,LOC,"[""TOTAL_BUDGET_EXHAUSTED"",""PAUSED_BY_USER""]",NOT_RUNNING,2021-12-14 23:57:00,ENABLED
1088388111,2021-12-31 10:20:51,1589007628,97,USD,[],4,USD,f,2022-02-03 20:10:00,,,,,Tap Away,3219138,STANDARD,"[""TOTAL_BUDGET_EXHAUSTED"",""PAUSED_BY_USER""]",NOT_RUNNING,2021-12-12 16:39:00,ENABLED
1088388085,2022-01-17 13:24:51,1589007603,127,USD,[],2,USD,f,2022-01-06 10:05:00,,,,,Tap Away,3219134,PREMIUM,"[""TOTAL_BUDGET_EXHAUSTED"",""PAUSED_BY_USER""]",NOT_RUNNING,2021-12-25 21:58:00,PAUSED
1088388080,2021-11-16 13:59:21,1589007569,141,USD,[],5,USD,f,2022-02-09 22:04:00,,,,,Tap Away,3219182,ENTERPRISE,,NOT_RUNNING,2021-12-29 10:52:00,ENABLED
1088388127,2022-01-20 00:16:15,1589007618,59,USD,[],5,USD,f,2022-01-21 05:12:00,,,,,Tap Away,3219175,PAYG,"[""TOTAL_BUDGET_EXHAUSTED""]",RUNNING,2021-11-17 04:04:00,ENABLED
1088388102,2021-12-30 13:10:21,1589007645,138,USD,[],4,USD,f,2022-02-09 12:08:00,,,,,Tap Away,3219134,LOC,,NOT_RUNNING,2021-12-30 05:46:00,ENABLED
1088388090,2021-12-04 17:03:21,1589007581,146,USD,[],6,USD,f,2022-02-05 07:18:00,,,,,Tap Away,3219135,STANDARD,,NOT_RUNNING,2022-01-08 18:28:00,ENABLED
1088388137,2021-12-14 20:33:51,1589007604,146,USD,[],3,USD,f,2022-02-12 15:54:00,,,,,Tap Away,3219110,PREMIUM,"[""TOTAL_BUDGET_EXHAUSTED""]",NOT_RUNNING,2021-11-14 05:17:00,ENABLED
1088388056,2022-01-19 13:38:15,1589007579,131,USD,[],4,USD,f,2022-01-17 12:04:00,,,,,Tap Away,3219139,ENTERPRISE,"[""TOTAL_BUDGET_EXHAUSTED"",""PAUSED_BY_USER""]",RUNNING,2022-01-01 22:41:00,ENABLED
1088388055,2021-11-13 05:15:21,1589007611,119,USD,[],4,USD,true,2022-02-28 02:00:00,,,,,Tap Away,3219138,PAYG,,NOT_RUNNING,2022-01-08 23:38:00,PAUSED
1088388052,2022-01-08 13:15:51,1589007589,62,USD,[],5,USD,false,2022-01-06 03:52:00,,,,,Tap Away,3219187,LOC,"[""TOTAL_BUDGET_EXHAUSTED""]",NOT_RUNNING,2021-12-11 18:15:00,PAUSED
1088388075,2021-12-07 19:56:21,1589007596,74,USD,[],5,USD,false,2022-01-06 16:33:00,,,,,Tap Away,3219175,STANDARD,,RUNNING,2021-12-03 15:02:00,PAUSED
1088388085,2021-12-07 03:01:51,1589007596,128,USD,[],6,USD,true,2022-02-20 18:46:00,,,,,Tap Away,3219139,PREMIUM,"[""TOTAL_BUDGET_EXHAUSTED"",""PAUSED_BY_USER""]",NOT_RUNNING,2021-11-30 20:11:00,PAUSED
1088388127,2021-12-21 00:11:51,1589007568,56,USD,[],3,USD,true,2022-02-27 01:19:00,,,,,Tap Away,3219176,ENTERPRISE,"[""TOTAL_BUDGET_EXHAUSTED"",""PAUSED_BY_USER""]",NOT_RUNNING,2021-11-11 20:12:00,ENABLED
