ad_group_id,id,name,updated_at,type,status,display_url,final_urls
23289504013,514818869462,,2021-07-25 20:38:32.17,,ENABLED,,[https://www.fivetran.com/signup]
23289504013,514818869462,,2021-07-26 22:38:46.98,,ENABLED,,[https://www.fivetran.com/signup]
23289504013,514818869462,,2021-08-08 10:43:15.53,,ENABLED,,[https://www.fivetran.com/signup]
23289504013,514818869462,,2021-08-25 02:05:56,,ENABLED,,[https://www.fivetran.com/signup]
23289504013,514818869462,,2021-09-06 14:35:09,,ENABLED,,[https://www.fivetran.com/signup]
23289504093,514818869462,,2021-09-18 01:44:48,,ENABLED,,[https://www.fivetran.com/signup]
23289504013,514818869462,,2021-09-28 10:14:25,,ENABLED,,"[https://www.fivetran.com/signup,https://www.fivetran.com/signup2]"
23289504103,514818869462,,2021-07-05 01:00:39.105,,ENABLED,,[https://www.fivetran.com/signup]
23289504031,514818869462,,2021-07-15 10:50:33.811,,ENABLED,,[https://www.fivetran.com/signup]
23289504035,514818869462,,2021-08-12 12:37:45,,ENABLED,,[https://www.fivetran.com/signup]
23289504043,514818869530,,2021-08-11 05:22:45,,ENABLED,,[https://www.fivetran.com/signup]
23289504065,514818869470,,2021-09-05 06:34:45,,ENABLED,,[https://www.fivetran.com/signup]
23289504047,514818869482,,2021-07-23 23:31:45,,ENABLED,,[https://www.fivetran.com/signup]
23289504013,514818869489,,2021-08-11 17:09:46,,ENABLED,,[https://www.fivetran.com/signup]
23289504013,514818869521,,2021-06-13 17:26:39,,ENABLED,,[https://www.fivetran.com/signup]
23289504056,514818869522,,2021-08-08 06:24:32,,ENABLED,,"[https://www.fivetran.com/signup,https://www.fivetran.com/signup2]"
23289504031,514818869558,,2021-08-21 08:39:09,,ENABLED,,"[https://www.fivetran.com/signup,https://www.fivetran.com/signup2]"
23289504013,514818869471,,2021-09-22 03:43:48,,ENABLED,,[https://www.fivetran.com/signup]
23289504056,514818869515,,2021-07-07 01:27:32,,ENABLED,,[https://www.fivetran.com/signup]
23289504055,514818869511,,2021-09-22 12:57:25,,ENABLED,,[https://www.fivetran.com/signup]
