campaign_id,updated_at,advertiser_id,campaign_name,campaign_type,budget,budget_mode,operation_status,objective_type,is_new_structure,split_test_variable,create_time,_fivetran_synced
555,2021-09-15 00:52:08.000,1,campaign name one,REGULAR_CAMPAIGN,450,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,t,,2021-08-16 20:40:15.000,2021-09-15 02:47:54.737
1,2021-09-15 01:33:37.000,2,campaign name two,REGULAR_CAMPAIGN,300,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,t,,2021-08-16 20:29:06.000,2021-09-15 02:47:54.737
333,2021-09-14 02:53:48.000,3,campaign name three,REGULAR_CAMPAIGN,450,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,t,,2021-08-16 20:40:15.000,2021-09-14 03:01:03.005
444,2021-09-14 02:59:01.000,4,campaign name four,REGULAR_CAMPAIGN,300,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,t,,2021-08-16 20:29:06.000,2021-09-14 03:01:03.006
5,2021-08-20 12:04:08,48,campaign name two,REGULAR_CAMPAIGN,280,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-09-04 17:05:15,2021-09-07 18:29:54
41,2021-09-16 11:08:01,103,campaign name four,REGULAR_CAMPAIGN,186,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,true,,2021-07-19 00:16:06,2021-08-18 05:32:03
5,2021-09-09 20:35:08,46,campaign name two,REGULAR_CAMPAIGN,504,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-07-30 06:22:15,2021-09-16 18:19:54
30,2021-09-05 20:27:48,7,campaign name one,REGULAR_CAMPAIGN,621,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-09-10 09:08:15,2021-09-13 04:03:03
30,2021-09-27 11:29:37,95,campaign name two,REGULAR_CAMPAIGN,279,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,true,,2021-08-23 18:00:06,2021-09-27 20:30:54
41,2021-09-19 08:31:01,12,campaign name four,REGULAR_CAMPAIGN,298,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-07-20 21:06:06,2021-08-17 07:54:03
46,2021-10-06 02:30:48,8,campaign name three,REGULAR_CAMPAIGN,268,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-07-21 17:55:15,2021-08-30 10:42:03
76,2021-08-21 00:57:48,44,campaign name one,REGULAR_CAMPAIGN,301,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-08-23 13:37:15,2021-09-10 11:02:03
76,2021-08-16 13:23:01,78,campaign name four,REGULAR_CAMPAIGN,321,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-08-18 13:20:06,2021-10-03 00:22:03
74,2021-09-04 13:00:37,30,campaign name four,REGULAR_CAMPAIGN,402,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,true,,2021-08-06 14:54:06,2021-10-06 10:26:54
76,2021-08-22 19:13:08,39,campaign name one,REGULAR_CAMPAIGN,417,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-08-14 18:14:15,2021-09-05 09:13:54
58,2021-09-23 19:28:01,90,campaign name two,REGULAR_CAMPAIGN,338,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-08-04 17:03:06,2021-10-05 22:55:03
76,2021-09-30 23:02:01,71,campaign name two,REGULAR_CAMPAIGN,288,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-08-13 07:24:06,2021-10-07 05:41:03
38,2021-09-02 11:14:37,25,campaign name three,REGULAR_CAMPAIGN,271,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,true,,2021-08-02 05:58:06,2021-09-16 20:14:54
2,2021-08-27 08:16:01,22,campaign name one,REGULAR_CAMPAIGN,386,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,false,,2021-09-05 20:32:06,2021-10-09 05:21:03
3,2021-10-11 16:50:48,51,campaign name one,REGULAR_CAMPAIGN,649,BUDGET_MODE_DAY,ENABLE,CONVERSIONS,true,,2021-08-20 18:33:15,2021-09-21 19:17:03
