id,last_updated_date,_fivetran_synced,campaign_id,creation_date,default_bid,name,serving_status,state
421,2022-07-11 22:38:16.551000,2022-12-13 17:10:16.297,2187,2022-07-11 22:38:16.551000,1.75,Red 7,CAMPAIGN_PAUSED,enabled
501,2022-11-09 14:37:05.332000,2022-12-13 17:11:08.594,2187,2022-11-09 14:37:05.332000,1.45,All,AD_GROUP_STATUS_ENABLED,enabled
421,2022-10-16 22:33:05,2022-12-17 21:35:08,2246,2022-11-03 12:24:05,1.73,All,CAMPAIGN_PAUSED,enabled
453,2022-07-21 11:55:16,2022-11-16 15:33:16,2215,2022-07-10 12:53:16,2.37,Red 7,AD_GROUP_STATUS_ENABLED,enabled
427,2022-06-29 04:45:16,2023-01-13 07:15:16,2272,2022-06-25 19:18:16,1.92,Red 7,CAMPAIGN_PAUSED,enabled
421,2022-08-01 16:51:16,2022-11-18 10:23:16,2263,2022-06-25 05:59:16,2.23,Red 7,AD_GROUP_STATUS_ENABLED,enabled
514,2022-06-28 03:45:16,2022-12-25 17:18:16,2189,2022-07-04 06:15:16,1.44,Red 7,AD_GROUP_STATUS_ENABLED,enabled
470,2022-07-15 02:25:16,2022-11-18 08:38:16,2287,2022-07-05 15:15:16,1.07,Red 7,CAMPAIGN_PAUSED,enabled
421,2022-10-14 06:31:05,2022-12-09 06:54:08,2201,2022-11-11 13:35:05,1.37,Red 7,AD_GROUP_STATUS_ENABLED,enabled
421,2022-06-29 18:18:16,2022-12-21 10:55:16,2229,2022-07-06 18:11:16,1.39,All,CAMPAIGN_PAUSED,enabled
470,2022-07-10 06:04:16,2022-12-05 07:35:16,2241,2022-07-28 01:58:16,1.62,All,AD_GROUP_STATUS_ENABLED,enabled
421,2022-10-15 16:42:05,2022-12-10 20:58:08,2282,2022-11-02 19:12:05,0.81,All,CAMPAIGN_PAUSED,enabled
470,2022-12-05 13:40:05,2022-12-02 12:30:08,2233,2022-10-17 09:09:05,1.03,All,CAMPAIGN_PAUSED,enabled
514,2022-11-02 18:25:05,2022-12-01 11:25:08,2242,2022-12-04 08:26:05,1.91,Red 7,AD_GROUP_STATUS_ENABLED,enabled
421,2022-07-26 08:36:16,2022-12-05 04:10:16,2211,2022-08-06 03:14:16,2.03,Red 7,CAMPAIGN_PAUSED,enabled
430,2022-06-25 11:04:16,2022-12-13 03:20:16,2235,2022-07-01 21:58:16,2.23,Red 7,CAMPAIGN_PAUSED,enabled
455,2022-06-15 19:43:16,2022-12-01 07:52:16,2242,2022-07-13 18:06:16,1.6,Red 7,CAMPAIGN_PAUSED,enabled
421,2022-10-29 12:20:05,2022-12-21 08:44:08,2273,2022-10-29 15:51:05,1.3,Red 7,CAMPAIGN_PAUSED,enabled
421,2022-11-28 19:25:05,2022-11-30 02:31:08,2203,2022-10-11 06:24:05,1.35,Red 7,AD_GROUP_STATUS_ENABLED,enabled
421,2022-11-05 13:39:05,2022-12-10 17:40:08,2197,2022-12-05 01:13:05,1.35,All,AD_GROUP_STATUS_ENABLED,enabled
