id,last_updated_date,_fivetran_synced,ad_group_id,bid,campaign_id,creation_date,keyword_text,match_type,native_language_keyword,serving_status,state,native_language_locale
1234,2022-07-11 22:38:16.775000,2022-07-13 11:12:56.827,421,5,2187,2022-07-11 22:38:16.775000,b wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101112,2022-07-13 15:21:15.060000,2022-12-13 17:11:43.865,421,5.5,2187,2022-07-11 22:38:16.775000,b wing parts,exact,,CAMPAIGN_PAUSED,enabled,
5678,2022-07-11 22:38:16.771000,2022-12-13 17:11:43.865,421,5,2187,2022-07-11 22:38:16.771000,y wing parts,exact,,CAMPAIGN_PAUSED,enabled,
9101112,2022-07-13 15:21:15.063000,2022-07-13 17:11:54.368,421,5.5,2187,2022-07-11 22:38:16.770000,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101112,2022-07-13 19:41:32.006000,2022-12-13 17:11:43.865,421,6,2187,2022-07-11 22:38:16.770000,x wing parts,exact,,CAMPAIGN_PAUSED,enabled,
9101112,2022-07-12 08:44:49.919000,2022-07-12 11:11:08.697,421,8,2187,2022-07-11 22:38:16.770000,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101112,2022-07-12 16:31:54.290000,2022-07-12 17:10:04.567,421,6,2187,2022-07-11 22:38:16.770000,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101112,2022-07-11 22:38:16.770000,2022-07-12 05:09:30.233,421,5,2187,2022-07-11 22:38:16.770000,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101112,2022-07-12 21:16:58.353000,2022-07-13 11:12:56.827,421,4.5,2187,2022-07-11 22:38:16.770000,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101152,2022-06-25 00:33:54,2022-07-28 06:10:04,488,77,2275,2022-07-28 22:25:16,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101140,2022-07-03 06:38:49,2022-06-20 11:08:08,460,73,2227,2022-07-24 11:58:16,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101159,2022-07-26 04:04:15,2022-07-30 22:50:54,494,4.41,2258,2022-08-03 22:57:16,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101117,2022-07-10 19:51:16,2022-07-14 20:59:30,516,30,2272,2022-06-17 08:10:16,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101112,2022-06-22 15:23:15,2022-06-29 08:50:54,520,3.15,2241,2022-08-07 19:14:16,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101112,2022-07-25 13:21:15,2022-08-09 21:00:54,476,3.95,2277,2022-07-15 12:41:16,x wing parts,exact,,CAMPAIGN_PAUSED,enabled,
9101117,2022-07-24 15:13:16,2022-12-22 03:59:43,478,87,2280,2022-08-08 15:05:16,x wing parts,exact,,CAMPAIGN_PAUSED,enabled,
9101112,2022-07-30 06:31:16,2022-07-22 13:58:30,521,75,2250,2022-07-22 05:55:16,x wing parts,exact,,CAMPAIGN_PAUSED,enabled,
9101130,2022-07-04 12:46:32,2022-11-21 21:25:43,471,97,2207,2022-07-27 04:42:16,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101159,2022-06-15 05:31:16,2022-07-08 18:06:30,520,83,2277,2022-06-13 17:02:16,x wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
9101159,2022-07-17 16:18:54,2022-07-17 13:07:04,450,71,2216,2022-06-29 12:09:16,b wing parts,exact,,TARGETING_CLAUSE_STATUS_LIVE,enabled,
