ad_group_id,campaign_id,date,_fivetran_synced,ad_keyword_status,campaign_budget_currency_code,campaign_budget_type,clicks,cost,impressions,keyword_bid,keyword_type,match_type,targeting,keyword_id-campaign_budget_amount
421,2.187E+3,2022-07-12,2022-10-14 12:07:33.105,ENABLED,USD,DAILY_BUDGET,861,1723.1,239619,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-08-21,2022-10-14 11:39:04.36,ENABLED,USD,DAILY_BUDGET,17,24.05,12960,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-08-19,2022-10-14 11:39:03.769,ENABLED,USD,DAILY_BUDGET,23,63.7,10662,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-08-24,2022-10-14 11:40:58.049,ENABLED,USD,DAILY_BUDGET,19,52.46,9931,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-07-14,2022-10-14 12:07:33.194,ENABLED,USD,DAILY_BUDGET,6,15.88,3036,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-08-20,2022-10-14 11:39:04.144,ENABLED,USD,DAILY_BUDGET,19,29.26,11740,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-08-22,2022-10-14 11:39:04.566,ENABLED,USD,DAILY_BUDGET,18,43.88,14661,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-08-12,2022-10-14 11:58:17.363,ENABLED,USD,DAILY_BUDGET,11,20.04,10435,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-08-14,2022-10-14 11:58:17.135,ENABLED,USD,DAILY_BUDGET,15,32.89,11175,6,EXACT,EXACT,x wing parts,9101112-2000
421,2.187E+3,2022-08-23,2022-10-14 11:40:57.989,ENABLED,USD,DAILY_BUDGET,18,30.91,12631,6,EXACT,EXACT,x wing parts,9101112-2000
425,2.187E+3,2022-08-08,2022-10-31 15:22:04,ENABLED,USD,DAILY_BUDGET,9,17.28,13029,10,EXACT,EXACT,x wing parts,9101130-1173
450,2.187E+3,2022-08-29,2022-11-01 17:23:04,ENABLED,USD,DAILY_BUDGET,26,36.71,8690,19,EXACT,EXACT,x wing parts,9101113-1680
427,2.281E+3,2022-07-13,2022-09-20 05:25:33,ENABLED,USD,DAILY_BUDGET,4,9.04,3525,105,EXACT,EXACT,x wing parts,9101161-2770
470,2.258E+3,2022-08-20,2022-09-24 23:01:04,ENABLED,USD,DAILY_BUDGET,19,24.87,9652,66,EXACT,EXACT,x wing parts,9101159-2340
509,2.261E+3,2022-09-16,2022-11-04 22:05:58,ENABLED,USD,DAILY_BUDGET,13,52.42,13751,89,EXACT,EXACT,x wing parts,9101117-1132
453,2.235E+3,2022-08-24,2022-10-22 01:36:03,ENABLED,USD,DAILY_BUDGET,23,37.64,5833,21,EXACT,EXACT,x wing parts,9101208-1798
430,2.239E+3,2022-08-17,2022-10-01 05:35:57,ENABLED,USD,DAILY_BUDGET,22,39.21,10612,44,EXACT,EXACT,x wing parts,9101180-2360
514,2.187E+3,2022-06-28,2022-10-16 16:02:33,ENABLED,USD,DAILY_BUDGET,601,1505.84,158519,106,EXACT,EXACT,x wing parts,9101135-2683
484,2.218E+3,2022-07-28,2022-09-29 12:54:04,ENABLED,USD,DAILY_BUDGET,25,43.25,12123,23,EXACT,EXACT,x wing parts,9101152-2893
455,2.258E+3,2022-09-13,2022-11-13 05:27:03,ENABLED,USD,DAILY_BUDGET,21,64.82,6621,35,EXACT,EXACT,x wing parts,9101140-2425
