customer_id,date,ad_group_id,ad_group,keyword_ad_group_criterion,ad_network_type,device,ad_id,campaign_id,clicks,cost_micros,impressions
2121450128,2021-05-19,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986060,0,0,1
2121450128,2021-05-27,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986060,0,0,1
2121450128,2021-05-22,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,MOBILE,514818869462,10059986060,0,0,1
2121450128,2021-04-30,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,MOBILE,514818869462,10059986060,0,0,1
2121450128,2021-04-21,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986060,0,0,1
2121450128,2021-05-14,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986060,0,0,1
2121450128,2021-05-20,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986060,0,0,1
2121450128,2021-05-13,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,TABLET,514818869462,10059986060,0,0,1
2121450128,2021-04-25,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,MOBILE,514818869462,10059986060,0,0,1
2121450128,2021-05-01,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,MOBILE,514818869462,10059986060,0,0,1
2121450170,2021-04-09,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986148,85.12,79.86,1
2121450170,2021-06-17,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986099,-67.51,-51.91,1
2121450225,2021-06-16,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,MOBILE,514818869470,10059986067,-80.46,-53.57,0
2121450227,2021-05-10,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,TABLET,514818869522,10059986090,-28.84,88.23,0
2121450128,2021-04-25,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986095,-69.16,42.34,1
2121450128,2021-05-13,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869462,10059986074,-73.5,-62.52,0
2121450128,2021-04-21,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869511,10059986137,56.89,72.74,0
2121450128,2021-06-08,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,MOBILE,514818869462,10059986148,-23.85,-72.23,0
2121450128,2021-04-17,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,TABLET,514818869462,10059986107,-49.66,-50.68,1
2121450170,2021-04-13,,customers/2121450128/adGroups/100031227574,customers/2121450128/adGroupCriteria/100031227574~71669451,SEARCH,DESKTOP,514818869530,10059986140,-24.02,72.44,0
