id,name,modified_time,start_date,status,campaign_id-end_date
1343603469570972,/dMrkGFoHttSxVS9m78HEg==,2019-04-18 13:46:00.977,2019-04-05,Active,359751135-nan
1338105911256039,i/nIX6jFd6XI2a2odzTyZw==,2019-04-18 13:46:00.89,2019-04-05,Active,359751135-nan
1343603469570956,jPjVY5760Ipc9aXIYaR1RA==,2019-04-18 13:46:00.89,2019-04-05,Active,359751135-nan
1339205395433736,MpoB/dtaVSJlFwsCxXnIXw==,2019-04-18 13:46:00.967,2019-04-05,Active,359751135-nan
1346901938949039,pnI7x3UsOxHu8JJu17Gr9w==,2019-04-18 13:46:00.977,2019-04-05,Active,359751135-nan
1340304934202281,ifhG8mR4i/r1jE778F3k6w==,2019-04-18 13:46:00.97,2019-04-05,Active,359751135-nan
1344702981488349,7Cmqte55GaD2sSkv932xhg==,2019-04-18 13:46:00.88,2019-04-05,Active,359751135-nan
1346901938949055,9NAPGRgb38BHSVSkMmL+vw==,2019-04-18 13:46:00.913,2019-04-05,Active,359751135-nan
1335906887703461,5Cvq/En19h+GeWy49cvDag==,2019-04-18 13:46:01.023,2019-04-05,Active,359751135-nan
1346902004272815,ne9p+iJ6NPYXFJpGVHtG7A==,2019-04-18 13:46:00.85,2019-04-05,Active,359751135-nan
