id,last_updated_date,_fivetran_synced,budget_amount,budget_currency_code,budget_end_date,budget_policy,budget_start_date,creation_date,in_budget,name,profile_id,serving_status,state
1138,2022-12-05 22:25:00.042000,2022-12-13 15:54:53.894,,,,,,2022-12-05 22:25:00.042000,t,Empire,66,PORTFOLIO_STATUS_ENABLED,enabled
1182,2023-01-03 03:04:00,2022-12-17 16:52:53,,,,,,2022-12-01 17:01:00,true,Empire,149,PORTFOLIO_STATUS_ENABLED,enabled
1138,2022-11-09 06:49:00,2022-12-03 22:23:53,,,,,,2022-11-26 09:13:00,false,Empire,163,PORTFOLIO_STATUS_ENABLED,enabled
1229,2022-11-07 21:59:00,2022-11-17 03:08:53,,,,,,2022-12-17 01:14:00,true,Empire,98,PORTFOLIO_STATUS_ENABLED,enabled
1193,2022-11-14 14:07:00,2022-11-21 10:07:53,,,,,,2022-12-05 20:41:00,false,Empire,144,PORTFOLIO_STATUS_ENABLED,enabled
1138,2022-12-12 23:24:00,2022-12-03 10:37:53,,,,,,2023-01-03 10:50:00,true,Empire,142,PORTFOLIO_STATUS_ENABLED,enabled
1194,2022-12-27 02:15:00,2022-12-19 17:16:53,,,,,,2022-12-10 12:07:00,false,Empire,131,PORTFOLIO_STATUS_ENABLED,enabled
1229,2022-11-12 11:48:00,2022-12-24 06:39:53,,,,,,2022-11-15 11:36:00,false,Empire,126,PORTFOLIO_STATUS_ENABLED,enabled
1193,2022-12-29 00:42:00,2023-01-09 06:09:53,,,,,,2022-12-24 13:01:00,false,Empire,70,PORTFOLIO_STATUS_ENABLED,enabled
1229,2022-11-19 10:16:00,2022-11-30 02:11:53,,,,,,2023-01-01 18:09:00,false,Empire,133,PORTFOLIO_STATUS_ENABLED,enabled
1208,2022-12-07 16:13:00,2022-11-29 14:24:53,,,,,,2022-12-17 20:56:00,false,Empire,78,PORTFOLIO_STATUS_ENABLED,enabled
1193,2022-11-25 20:02:00,2022-12-07 07:29:53,,,,,,2022-12-09 09:52:00,false,Empire,156,PORTFOLIO_STATUS_ENABLED,enabled
1174,2022-11-20 02:11:00,2022-11-26 02:01:53,,,,,,2022-12-23 16:13:00,true,Empire,94,PORTFOLIO_STATUS_ENABLED,enabled
1138,2022-12-29 04:43:00,2022-11-28 03:05:53,,,,,,2022-11-24 23:10:00,true,Empire,72,PORTFOLIO_STATUS_ENABLED,enabled
1229,2022-11-11 23:01:00,2022-12-02 07:24:53,,,,,,2022-12-04 08:36:00,true,Empire,128,PORTFOLIO_STATUS_ENABLED,enabled
1229,2022-11-10 17:05:00,2022-12-26 17:03:53,,,,,,2022-11-15 16:44:00,true,Empire,82,PORTFOLIO_STATUS_ENABLED,enabled
1182,2023-01-03 12:44:00,2023-01-08 10:21:53,,,,,,2022-11-25 17:04:00,true,Empire,164,PORTFOLIO_STATUS_ENABLED,enabled
1138,2022-11-16 05:36:00,2022-12-18 18:04:53,,,,,,2022-11-06 11:53:00,false,Empire,71,PORTFOLIO_STATUS_ENABLED,enabled
1182,2022-11-10 19:39:00,2023-01-12 00:44:53,,,,,,2022-12-26 19:02:00,true,Empire,81,PORTFOLIO_STATUS_ENABLED,enabled
1138,2022-11-09 23:35:00,2023-01-03 01:32:53,,,,,,2022-12-23 17:23:00,false,Empire,82,PORTFOLIO_STATUS_ENABLED,enabled
