source_relation,portfolio_id,budget_amount,budget_currency_code,budget_end_date,budget_policy,budget_start_date,creation_date,in_budget,last_updated_date,portfolio_name,profile_id,serving_status,state,is_most_recent_record
"",1138,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,Empire,66,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1139,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,Rebellion,66,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1140,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,Republic,66,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1141,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,FirstOrder,67,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1142,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,Resistance,67,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1143,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,Sith,68,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1144,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,Jedi,68,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1145,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,Council,69,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1146,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,Temple,69,PORTFOLIO_STATUS_ENABLED,enabled,t
"",1147,,,,,,2022-12-05 22:25:00.042000,t,2022-12-05 22:25:00.042000,HighGround,70,PORTFOLIO_STATUS_ENABLED,enabled,t
