telecommute_time,day_weight,person_id,day_is_complete,survey_mode,shop_online
,33.25247,19635589201,1,1,2
8.0,0.0,19191292901,0,1,1
,0.0,1976305701,0,1,-9998
0.0,31.91179,19571057501,1,1,2
0.0,508.61092,1983998501,1,1,2
2.5,35.18806,19154775301,1,1,2
0.0,0.0,1976305701,0,1,1
7.5,34.06032,1969795701,1,1,2
0.0,43.94624,1978137901,1,1,2
5.5,607.79195,1978874101,1,1,2
6.5,79.01864,19715989701,1,1,2
0.0,38.66438,1904168301,1,1,2
,6283.49828,1979043901,1,1,2
,0.0,1933576701,0,1,2
8.0,0.0,19947890101,0,1,2
7.5,34.06032,1969795701,1,1,1
8.0,0.0,19191292901,0,1,2
0.0,0.0,19616503201,0,1,1
,32.13542,19838427901,1,1,2
0.0,128.10007,1979505701,1,1,2
,0.0,1953874701,0,1,-9998
0.0,0.0,1904632501,0,1,2
0.0,13.49094,1997613401,1,1,1
,5536.63909,1916619301,1,1,2
0.0,45.06488,1983778901,1,1,1
8.25,29.35158,1989799401,1,1,2
,15.02451,1975923001,1,1,2
,30.3039,19154632201,1,1,2
,21562.88582,1933576701,1,1,1
,30.00799,1972847701,1,1,2
,18.31312,1952253001,1,1,2
0.0,20.50467,1927451901,1,1,1
10.0,895.71844,1986157901,1,1,2
0.0,409.9781,1932496301,1,1,2
0.0,707.71912,1992106301,1,1,2
0.0,14.93029,1945313901,1,1,2
0.0,57.33245,1987870601,1,1,2
0.0,16.43587,1965245601,1,1,2
,0.0,1926888101,0,1,2
,12.89958,1904042501,1,1,2
,0.0,1953874701,0,1,-9998
8.0,123.81474,1981675601,1,1,2
0.0,29.71474,1900444201,1,1,2
0.0,30.1612,19475402301,1,1,2
,18.77169,1960551801,1,1,2
0.0,246.35993,1957714601,1,1,2
10.0,0.0,1917735701,0,1,1
,32.13542,19838427901,1,1,2
0.0,14.93029,1945313901,1,1,2
0.0,12.56569,1903528901,1,1,2
8.0,29.35158,1989799401,1,1,2
0.0,125.33177,1901468601,1,1,2
,18.77169,1960551801,1,1,2
0.0,21.33715,1917033101,1,1,2
8.0,267.88998,1966368501,1,1,2
0.0,340.61404,1975072201,1,1,1
0.0,49.80688,1952371501,1,1,2
1.0,13.36257,1987787201,1,1,2
0.0,18.14634,1964192101,1,1,1
4.25,42.40793,1977596401,1,1,1
,30.3039,19154632201,1,1,2
0.0,64.81816,1948929001,1,1,2
0.0,30.1612,19475402301,1,1,1
0.0,29.71474,1900444201,1,1,2
0.0,29.05871,1944898101,1,1,2
0.0,88.8273,1947300701,1,1,2
7.0,0.0,1904632501,0,1,2
,58.5587,1956225101,1,1,2
0.0,0.0,19303776401,0,1,2
,15.47641,1999408001,1,1,2
,30.33011,1902185401,1,1,2
,12.89958,1904042501,1,1,1
8.25,12.5728,1946084601,1,1,2
7.25,280.75006,1905770901,1,1,1
7.0,29.05871,1944898101,1,1,2
4.0,18.14634,1964192101,1,1,2
5.0,67.36394,1967907601,1,1,2
0.0,180.38499,1924165701,1,1,2
0.0,0.0,1907480201,0,1,2
0.0,10.39315,1956654801,1,1,2
0.0,57.78022,19979484901,1,1,2
,19.34676,1953238301,1,1,1
0.0,29.05871,1944898101,1,1,2
,21562.88582,1933576701,1,1,2
9.0,21.29939,1988864001,1,1,2
0.0,49.80688,1952371501,1,1,2
0.0,15.61209,1919297101,1,1,2
0.0,16.43694,1965117201,1,1,2
0.0,707.71912,1992106301,1,1,2
0.0,38.01088,1976305701,1,1,2
,0.0,19730571801,0,1,2
,6283.49828,1979043901,1,1,1
0.0,13.27505,1993356901,1,1,2
0.0,29.71474,1900444201,1,1,2
0.0,53.23759,1996784501,1,1,2
0.0,123.81474,1981675601,1,1,2
10.0,607.79195,1978874101,1,1,1
,5536.63909,1916619301,1,1,2
,18.31312,1952253001,1,1,2
0.0,31.35546,1940674801,1,1,2
0.0,41.03569,1958342901,1,1,2
4.25,49.30631,1977355801,1,1,2
0.0,125.33177,1901468601,1,1,1
0.0,13.27505,1993356901,1,1,2
0.0,0.0,1987870601,0,1,2
5.75,29.35158,1989799401,1,1,1
,43164.16444,1984771901,1,1,1
0.0,128.10007,1979505701,1,1,1
,19.34676,1953238301,1,1,2
0.0,30.87452,19414585901,1,1,2
2.5,128.10007,1979505701,1,1,2
,0.0,1978280201,0,1,2
10.0,707.71912,1992106301,1,1,1
0.0,111.40055,19394333101,1,1,2
0.0,211.90504,1912720101,1,1,2
2.0,35.18806,19154775301,1,1,2
4.0,0.0,19154775301,0,1,2
0.0,29.57957,1903657901,1,1,1
7.0,169.36186,19529778901,1,1,1
,73.35084,1940573901,1,1,1
,20.23107,1903726801,1,1,2
8.0,804.99465,1940002501,1,1,1
0.0,109.13122,1924287801,1,1,2
1.5,0.0,1961396901,0,1,2
0.0,51.65624,1995030801,1,1,2
0.0,59.96864,1999966901,1,1,2
0.0,38.01088,1976305701,1,1,2
,247.0097,1946444401,1,1,2
0.0,180.38499,1924165701,1,1,1
0.0,247.82889,1904410301,1,1,2
0.0,16.43694,1965117201,1,1,2
7.0,0.0,1932496301,0,1,2
2.5,13.49094,1997613401,1,1,2
0.0,14.08869,1992924701,1,1,2
0.0,292.84171,1947716601,1,1,2
0.0,879.71053,1905552001,1,1,2
,18.77169,1960551801,1,1,2
0.0,1499.16017,1906613401,1,1,2
,0.0,1994958801,0,1,-9998
0.0,0.0,1981729901,0,1,2
,0.0,1956225101,0,1,2
0.0,53.96096,1904776601,1,1,2
,0.0,1905552001,0,1,-9998
0.0,16.43587,1965245601,1,1,2
0.0,180.38499,1924165701,1,1,2
,2294.43724,1997034401,1,1,2
,12.89958,1904042501,1,1,2
0.0,35.18806,19154775301,1,1,2
0.0,0.0,19394333101,0,1,2
0.0,11605.82017,1953497401,1,1,2
0.0,44.66066,19152865001,1,1,2
0.0,17.37348,1963598901,1,1,2
0.0,58.63788,1928322701,1,1,2
0.0,125.33177,1901468601,1,1,2
0.0,0.0,1987870601,0,1,2
,36.94951,19945971901,1,1,1
,30.3039,19154632201,1,1,2
0.0,13.49094,1997613401,1,1,1
0.0,88.8273,1947300701,1,1,2
,15.02451,1975923001,1,1,2
0.0,14.4375,1919958301,1,1,2
0.0,21.03184,1950876401,1,1,2
2.0,28.9037,19825252901,1,1,2
,32.40693,1914153701,1,1,2
0.75,1499.16017,1906613401,1,1,2
3.0,57.78022,19979484901,1,1,2
0.0,19159.32664,1904632501,1,1,2
0.0,31.35546,1940674801,1,1,2
0.0,37.80014,19616503201,1,1,2
0.0,50.85273,1973976801,1,1,2
0.0,31.91179,19571057501,1,1,2
,1603.43975,1918662801,1,1,2
10.0,42.05381,1917735701,1,1,1
0.0,21.33715,1917033101,1,1,2
,0.0,1930579801,0,1,-9998
0.0,10.39315,1956654801,1,1,2
0.5,14.93029,1945313901,1,1,2
,73.35084,1940573901,1,1,1
,6283.49828,1979043901,1,1,2
,2294.43724,1997034401,1,1,2
0.0,37.80014,19616503201,1,1,2
,0.0,1930579801,0,1,-9998
0.0,292.84171,1947716601,1,1,2
,0.0,1987288501,0,1,-9998
0.0,109.13122,1924287801,1,1,2
,0.0,1918662801,0,1,-9998
0.0,34.43749,1953490701,1,1,2
1.0,0.0,1952371501,0,1,1
0.0,34.06032,1969795701,1,1,2
0.0,37.80578,1996791301,1,1,2
,169.36186,19529778901,1,1,2
,33.25247,19635589201,1,1,2
0.0,17.37348,1963598901,1,1,2
0.0,28.9037,19825252901,1,1,2
,0.0,19730571801,0,1,2
7.5,34.06032,1969795701,1,1,2
0.0,44.66066,19152865001,1,1,2
0.0,79.01864,19715989701,1,1,2
0.0,38.66438,1904168301,1,1,2
0.0,198.27639,1933415701,1,1,1
,30.00799,1972847701,1,1,2
0.0,51.65624,1995030801,1,1,2
0.0,18.14634,1964192101,1,1,2
,0.0,1933576701,0,1,1
0.0,0.0,1981729901,0,1,2
8.0,804.99465,1940002501,1,1,2
,32.40693,1914153701,1,1,1
,20.23107,1903726801,1,1,2
0.0,37.80578,1996791301,1,1,2
