page_id,page_name,app_id,created_at,created_by_user_id,is_dirty,group_id,last_updated_at,last_updated_by_user_id,root_version_id,stable_version_id,valid_through,_fivetran_synced,latest_page_index,rules,product_area_name,app_display_name,app_platform,created_by_user_full_name,created_by_user_username,last_updated_by_user_full_name,last_updated_by_user_username,count_active_features
UZR28NOMlO3X9809uf_T1Sf6h6Q,google,-323232,2021-05-17 18:05:03.600,5730129889329152,f,,2021-05-17 18:05:03.600,5730129889329152,UZR28NOMlO3X9809uf_T1Sf6h6Q,UZR28NOMlO3X9809uf_T1Sf6h6Q-20210517180503.600596103,2021-05-17 21:00:00,2021-05-17 21:08:54.745,1,,,Fivetran,web,,,,,0
n-H_gnp7zrXlBSLuclu4mo4-MF0,hello,-323232,2021-05-17 18:04:41.242,5730129889329152,f,,2021-05-17 18:04:41.242,5730129889329152,n-H_gnp7zrXlBSLuclu4mo4-MF0,n-H_gnp7zrXlBSLuclu4mo4-MF0-20210517180441.242338414,2021-05-17 21:00:00,2021-05-17 21:08:54.739,1,,,Fivetran,web,,,,,0
NGzfE3oIJxnjMS24ItvViqrdon4,world,-323232,2021-05-17 18:06:53.059,5730129889329152,f,,2021-05-17 18:06:53.059,5730129889329152,NGzfE3oIJxnjMS24ItvViqrdon4,NGzfE3oIJxnjMS24ItvViqrdon4-20210517180653.060018595,2021-05-17 21:00:00,2021-05-17 21:08:54.747,1,,,Fivetran,web,,,,,0
EM4EqRvm6l750T9hpPTyk9qj9GI,Pendo Test Page,-323232,2021-03-08 16:35:34.006,4889725017260032,f,,2021-03-08 16:36:00.813,4889725017260032,EM4EqRvm6l750T9hpPTyk9qj9GI,EM4EqRvm6l750T9hpPTyk9qj9GI-20210308163600.835869580,2021-04-17 12:00:00,2021-04-17 12:34:28.925,1,//*/dashboard,,Fivetran,web,,,,,0
9jj5Putjwdc1IrOJMitI6riPEQw,normal page,-323232,2021-05-17 18:09:54.561,5730129889329152,f,,2021-05-17 18:09:54.561,5730129889329152,9jj5Putjwdc1IrOJMitI6riPEQw,9jj5Putjwdc1IrOJMitI6riPEQw-20210517180954.561193850,2021-05-17 21:00:00,2021-05-17 21:08:54.743,1,,,Fivetran,web,,,,,0
ZNO_00000000000000000000001,google2,-323235,2021-03-13 00:00:00.000,5699541147699129,F,val4652,2021-05-11 00:00:00.000,5068333104927772,NGzfE3oIJxnjmS24ItvViqrdon9,UZR28NOMlO3X9409Uf_T1Sf6h6Q-20210517180503.6005961035,2021-04-25 00:00:00,2021-04-26 00:00:00.000,3,//*/dashboArd8,val3776,FIvetran,weB,val8913,val3027,val4063,val4834,7
ZNO_00000000000000000000002,normal PaGe,-323238,2021-05-13 00:00:00.000,5427992419457677,F6,Val4652,2021-04-24 00:00:00.000,5288620220411566,9jj5Putjwdc1IROJmitI6riPEQw3,9jj5Putjwdc1IROJMiTI6riPEQw-20210517180954.661193850,2021-05-10 00:00:00,2021-05-03 00:00:00.000,-4,//7*/dashBOArd87,val3796,fivetran4,WeB0,Val89133,vaL30267,vaL46633,vAl48344,10
ZNO_00000000000000000000003,GOoglE20,-323240,2021-04-15 00:00:00.000,5729994153655566,F8,VaL46527,2021-03-12 00:00:00.000,5155687092480389,n-h_gnp7zrXlBSLucLU4mo4-MF0,UZR28NOMlO3X1809uf_t3Sf6h6Q-20210517180503.6005961034,2021-04-21 00:00:00,2021-05-07 00:00:00.000,-8,//7*/dasHbOard872,vAl3706,fIvetraN0,weB5,Val59133,VAl3057,vaL461336,vaL55343,12
ZNO_00000000000000000000004,PendO8 test Page8,-323228,2021-03-17 00:00:00.000,5028145868141538,F3,vaL465272,2021-05-12 00:00:00.000,5445601423898165,9jj5PuTjwdc1IROJmitI6riPeQw88,9jj5Putjwdc6IROJMiTI6riPEQw-20210517180954.661193850,2021-04-22 00:00:00,2021-04-27 00:00:00.000,-5,//*/dashBoArd,val37061,FIveTran8,web14,Val59139,VAl3056,Val461836,vAl45543,20
ZNO_00000000000000000000005,gOOGle26,-323249,2021-05-10 00:00:00.000,5172269604208141,f,vaL4512724,2021-04-16 00:00:00.000,5478851122113642,EM4EQRvm6l750T9hpPTyk9Qj9GI8,UZR24NOMlO3X1809uf_t3Sf6h6Q-20210517180503.6005961334,2021-05-10 00:00:00,2021-05-16 00:00:00.000,-2,//7*1/dasHBOard877,val57760,FiveTran,wEB4,Val84113,VAL39565,vAL465335,val48149,17
ZNO_00000000000000000000006,gOoglE20,-323221,2021-03-29 00:00:00.000,5718945192805461,F8,vaL415272,2021-04-23 00:00:00.000,5134156542868800,NGzfE3oIJxnjMS24ItVViqrdon4,UZr28NOMlO3X9409Uf_T1Sf6h6Q-20210517180503.60059610351,2021-05-12 00:00:00,2021-04-19 00:00:00.000,8,//5*/dasHbOard8725,vAl370092,FivEtran,weB5,vAl59133,vAl3027,vAl4603361,vAl48947,-7
ZNO_00000000000000000000007,nOrmal paGe,-323217,2021-03-19 00:00:00.000,5277175432988697,F,Val46528,2021-05-04 00:00:00.000,5333874412191754,EM4EQRvm6l750t9hpPTyk9Qj9GI86,9jj5Putjwdc6IROJMiTI6riPEQW-20210517180954.661193850,2021-05-12 00:00:00,2021-04-24 00:00:00.000,2,//8*1/dasHbOard870,vAl36065,fiVetrAn5,web1,vAl9917,VAl57565,VAl425836,vAL44545,7
ZNO_00000000000000000000008,woRld9,-323231,2021-03-27 00:00:00.000,5320655397934934,F10,vaL45127250,2021-05-14 00:00:00.000,5456464997891674,EM4EQRvm6l050T9hpPTyk9qj9GI8,UZR18NOMlO3X9809uf_T1Sf6h6Q-202105171805038.6005961032,2021-05-14 00:00:00,2021-05-11 00:00:00.000,0,//*/dasHboard87,vAl36060,FivetraN0,wEb7,Val89723,vaL308676,vaL8613364,vAl461491,-17
ZNO_00000000000000000000009,woRlD95,-323245,2021-04-04 00:00:00.000,5061669055004903,F729,val41828,2021-03-17 00:00:00.000,5232483321573471,NGzfE7oIJxnjmS24ItvViqrdon96,EM4EqRvm6l750T9hpPTyk9qj9GI0-20210308163600.8358695806,2021-05-09 00:00:00,2021-05-03 00:00:00.000,0,//7*/dasHBOard87,vaL37991,FIvetRan3,wEb,vAl541339,vAl2427,val86143640,VAL44595,19
ZNO_00000000000000000000010,PenDo Test Page,-323255,2021-04-06 00:00:00.000,5161737861769475,F,vaL4652424,2021-04-27 00:00:00.000,4922060065672903,n-h_gnp7zrXlBSlucLU4mo4-MF05,9jj5PUtjWdc6IROJMiTI6riPEQw-20210517180954.661193850,2021-04-30 00:00:00,2021-05-10 00:00:00.000,-18,//7197*/dasHBOard870,Val571600,FIvEtraN0,Web,VAl897231,Val33675,vaL86131640,vAl450438,-24
ZNO_00000000000000000000011,Pendo TEst Page,-323243,2021-04-19 00:00:00.000,5149865706002147,F,vAl46528,2021-05-05 00:00:00.000,4925380623056710,9jj5putjwdC1IrOJmitI6riPEQw30,UZR18NOMlO3X9809uf_T1Sf6h6Q-267105471805038.60059610329,2021-04-20 00:00:00,2021-05-08 00:00:00.000,6,//5*/dasHBOArd87258,val577661,FiVetran9,web2,VAl591392,val30776,vAL4693359,vaL35373,4
ZNO_00000000000000000000012,PenDo teST Page3,-323240,2021-03-30 00:00:00.000,5034340493205561,F5,vaL8952725,2021-03-27 00:00:00.000,5125771831086437,Em4EQRvm6l750t9hpPTyK8Qj9GI868,9jj5Putjwdc1IROJMiTi6riPEQw-20210517180954.6611938501,2021-05-04 00:00:00,2021-05-13 00:00:00.000,-9,//7197*/dasHBoard870,vAl367701,FivetrAn,wEb,Val87114,val3186768,vAL365335,val48344,-7
ZNO_00000000000000000000013,WorlD912,-323221,2021-03-24 00:00:00.000,5316423068808735,f79,VaL44526,2021-04-05 00:00:00.000,5426878935729592,NGzfE3oiJxnjMS24ItVviqrdon48,NGzfE3oIJxnjMS24ItvViqrdon4-20210517183653.0600185952,2021-04-30 00:00:00,2021-04-19 00:00:00.000,15,6//7*/dasHBoArd,Val57730,fIvetran7,wEb,Val197233,vAl30776,vaL465335,vAl487445,16
ZNO_00000000000000000000014,woRld95,-323226,2021-05-07 00:00:00.000,5139977294805816,F,vaL82827250,2021-04-24 00:00:00.000,5529026722909899,9jj5Putjwdc1IROjmitI1riPEQw3,9jj5Putjwdc1IROJMiTI6riPEqw2-20210517180944.6611938504,2021-05-10 00:00:00,2021-04-18 00:00:00.000,-25,//7*1/dasHBOard8771,Val5776615,FIVeTran8,weB2,vaL99174,val01862684,Val465836,vAl450138,6
ZNO_00000000000000000000015,woRld65,-323229,2021-04-21 00:00:00.000,5626009461220054,F8,vaL451274507,2021-03-16 00:00:00.000,5562772388645561,NGzfE3oiJxNjMs24ItVviqrdon483,NGzfE3oIJxnjMS24ItvViqrdoN4-20210517183650.0600185952,2021-05-06 00:00:00,2021-04-19 00:00:00.000,-7,//*/daSHboArd87,Val360655,FIVeTraN27,wEB5,Val174141,VaL395642,vaL481336,vAL24545,-14
ZNO_00000000000000000000016,GooGlE202,-323240,2021-04-19 00:00:00.000,5030851899500141,F82,val445278,2021-04-07 00:00:00.000,5083863001456158,n-H_gnP7zrXlBSLuclu4mo4-MF07,NGzfE3oIJxnjMS24ItvVIqrdoN4-20210517183650.0600185952,2021-05-11 00:00:00,2021-05-09 00:00:00.000,-20,//5*/dasHBoarD87253,val973604,FivetRaN04,WEb88,vAl5117,VAl20541,vaL861436408,vAl4014942,-27
ZNO_00000000000000000000017,nOrmal3 page,-323234,2021-05-11 00:00:00.000,4999299721531297,f,vaL401072507,2021-03-12 00:00:00.000,5355312538716404,NGzfE3oIJxnjmS24ItvViqrdon45,9jj5PUtjwdc6IROJMiTI6riPEQw-20210017180954.6611938508,2021-05-01 00:00:00,2021-05-15 00:00:00.000,-25,1//79*1/daSHBOard8771,val9736248,FiveTRan8,Web54,Val1922331,Val6052,VaL486836,vaL55943,-2
ZNO_00000000000000000000018,World9123,-323236,2021-04-08 00:00:00.000,5664585696729670,F429,vaL2958723,2021-03-27 00:00:00.000,4915016165030669,NGzfE3oiJxNjMs24ItvviqrDon483,UZR28NOMlO3X1809uf_t3Sf6h4Q-20213517180509.6005961034,2021-05-13 00:00:00,2021-05-12 00:00:00.000,-31,//79*/dasHBOard87,Val6476615,FIVeTraN87,web5,val84187,vAL24175,val465836,vAL44879,22
ZNO_00000000000000000000019,nOrmaL paGe,-323250,2021-03-16 00:00:00.000,5719726180752193,f83,VaL426287,2021-03-15 00:00:00.000,5303242847093823,nGzfE3oiJxNjms24ItvviqrDon4828,UZR28NOmlO3x9409Uf_T1Sf6h6Q-20210517180503.6005961035,2021-04-20 00:00:00,2021-05-08 00:00:00.000,-35,//*/dashbOArD3,Val0476615,FiveTran,weB0,Val87119,vAl2927,VaL4653355,vAL44575,5
ZNO_00000000000000000000020,nOrmal paGe8,-323262,2021-04-25 00:00:00.000,5285145831758945,F4,vaL451672547,2021-04-08 00:00:00.000,4930169770002951,9jj5PutJwdc1IrOJMitI9riPEQw,UZR28NOMlO3X9403Uf_T1Sf6h2Q-20210517180803.60059610355,2021-05-06 00:00:00,2021-05-13 00:00:00.000,1,//6*/dashboArD91,val67908,fIvetRan6,WEb186,vAl8913,VAL305657,Val4652868,VaL357831,31
ZNO_00000000000000000000021,WoRlD9724,-323231,2021-03-26 00:00:00.000,5204076674389607,F523,val4352782,2021-05-07 00:00:00.000,5353069979095750,nGzfE3oiJxNjmS24ItvviqRDon48287,9jj5PUtjwdc6IROJMiTI6riPEQw-20210517180954.6611938504,2021-05-12 00:00:00,2021-04-27 00:00:00.000,-20,//8*1/daSHBOard8799,val67308,fIVeTran80,web,Val897233,VAl205451,VaL4658364,vAL24775,-3
ZNO_00000000000000000000022,GooGle208,-323231,2021-05-06 00:00:00.000,5083740608542140,F3,vAL4510745077,2021-04-01 00:00:00.000,5577764271793336,9jj5Putjwdc1IROjmitI1RiPEQw31,n-H_gnp7zrXlBSLuclu4mo4-MF0-20210517180449.242368314,2021-05-10 00:00:00,2021-05-07 00:00:00.000,-44,//7*3/dasHbOard8728,VAl571600,FiveTRan6,weB0,VAl9913,vAl30575,Val465326,vaL374831,38
ZNO_00000000000000000000023,WoRlD07245,-323226,2021-03-28 00:00:00.000,5223585297328274,f5,vaL401032107,2021-03-22 00:00:00.000,5004763781634881,NGZfE3oiJxnjMS25ItVviqrdon482,9jJ5PUtjwdc6IROJMiTI6riPeQw-20210017180954.66119385083,2021-05-11 00:00:00,2021-04-25 00:00:00.000,-39,//7*3/DasHbOard8798,vAL3700960,FIvetRan44,wEb41,val8973,VAL3456176,val4633352,val659434,-16
