source_relation,date_day,organization_id,organization_name,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_id,keyword_text,search_term_text,match_type,currency,taps,new_downloads,tap_new_downloads,redownloads,tap_redownloads,total_downloads,tap_total_downloads,conversions,tap_installs,impressions,spend
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,subway surf,AUTO,USD,0,0,0,0,0,0,0,0,0,16,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093304,kitten,cats and soup,BROAD,USD,1,0,0,0,0,0,0,0,0,14,0.16
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093306,kitty games,cartoon cat,BROAD,USD,0,0,0,0,0,0,0,0,0,12,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,cat games,AUTO,USD,2,0,0,0,0,0,0,0,0,14,2.24
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,taptap,BROAD,USD,0,0,0,0,0,0,0,0,0,17,0
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,purrfect tale,AUTO,USD,0,0,0,0,0,0,0,0,0,21,0
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,transformers,AUTO,USD,0,0,0,0,0,0,0,0,0,11,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093312,games for cats,jeux de chat,BROAD,USD,0,0,0,0,0,0,0,0,0,11,0
"",2021-12-18,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,battle cats,AUTO,USD,0,0,0,0,0,0,0,0,0,32,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,cat,BROAD,USD,1,0,0,0,0,0,0,0,0,52,0.13
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,game center,AUTO,USD,0,0,0,0,0,0,0,0,0,16,0
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,cat simulator,BROAD,USD,0,0,0,0,0,0,0,0,0,12,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,paper.io,AUTO,USD,0,0,0,0,0,0,0,0,0,13,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,cat game,AUTO,USD,0,0,0,0,0,0,0,0,0,16,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,paper,AUTO,USD,0,0,0,0,0,0,0,0,0,15,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,game center,AUTO,USD,0,0,0,0,0,0,0,0,0,27,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,cat simulator,BROAD,USD,0,0,0,0,0,0,0,0,0,11,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,تاپ,AUTO,USD,0,0,0,0,0,0,0,0,0,16,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093310,tap tap,geometry dash,BROAD,USD,0,0,0,0,0,0,0,0,0,19,0
"",2021-12-11,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,nyan cat,AUTO,USD,0,0,0,0,0,0,0,0,0,12,0
"",2021-12-16,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093309,cat games for cats,cat,BROAD,USD,0,0,0,0,0,0,0,0,0,14,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,sausage run,AUTO,USD,0,0,0,0,0,0,0,0,0,16,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,purrfect tale,AUTO,USD,1,0,0,0,0,0,0,0,0,37,0.85
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,stack,AUTO,USD,0,0,0,0,0,0,0,0,0,12,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093307,kitty,sanrio,BROAD,USD,0,0,0,0,0,0,0,0,0,12,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,cat,BROAD,USD,0,0,0,0,0,0,0,0,0,12,0
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,helix jump,AUTO,USD,0,0,0,0,0,0,0,0,0,11,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,fall,AUTO,USD,0,0,0,0,0,0,0,0,0,11,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,cat games,AUTO,USD,3,1,1,0,0,1,1,1,1,79,3.87
"",2021-12-14,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,games for cats,AUTO,USD,2,0,0,0,0,0,0,0,0,13,0.68
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,bounce,AUTO,USD,0,0,0,0,0,0,0,0,0,12,0
"",2021-12-19,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,games for cats,AUTO,USD,0,0,0,0,0,0,0,0,0,14,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,work it harder,AUTO,USD,0,0,0,0,0,0,0,0,0,14,0
"",2021-12-10,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,c,AUTO,USD,2,0,0,0,0,0,0,0,0,27,2.04
"",2021-12-09,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,mario,AUTO,USD,0,0,0,0,0,0,0,0,0,13,0
"",2021-12-13,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,976093308,cat,kitty cat resort,BROAD,USD,0,0,0,0,0,0,0,0,0,15,0
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,cat games,AUTO,USD,1,1,1,0,0,1,1,1,1,38,1.28
"",2021-12-15,3219110,Tip Tap Cat,973923054,Tap Away,976005125,Kitty Cat Tap,,,pubg mobile,AUTO,USD,0,0,0,0,0,0,0,0,0,11,0
