accout_id_prefix,accout_id_suffix,guide_id,remote_ip,server_name,timestamp,user_agent,visitor_id,_fivetran_synced,app_id,country,element_path,event_id,guide_step_id,latitude,load_time,longitude,region,type,url,_fivetran_id
approximate,_tortoise,KNtGlp7GrL0a5FG5HLvNlVfovfw,46.6.2.20,fivetran.com,2021-07-20 11:58:14.710,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",thick_register,2021-07-20 20:11:25.624,-323232,ES,BODY,,ARmCwXFyapzrNYxIq4tpwgi1tCg,0.0,0,0.0,vc,guideSeen,http://fivetran.com/dashboard/logs,
inequalities,_food,y79LPO5hn8iStQ84i0379UFAsgI,24.9.77.13,fivetran.com,2021-05-26 14:08:01.617,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",source_oxygen,2021-05-26 20:10:25.927,-323232,US,BODY,,2qi61Ru_t_jGc0ZerTYQDXsj1Pg,0.0,0,0.0,co,guideActivity,http://fivetran.com/dashboard/connectors/salesforce/,
inequalities,_food,y79LPO5hn8iStQ84i0379UFAsgI,24.9.77.13,fivetran.com,2021-05-26 14:08:01.602,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",source_oxygen,2021-05-26 20:10:25.927,-323232,US,BODY,,2qi61Ru_t_jGc0ZerTYQDXsj1Pg,0.0,0,0.0,co,guideDismissed,http://fivetran.com/dashboard/connectors/salesforce,
inequalities,_food,y79LPO5hn8iStQ84i0379UFAsgI,24.9.77.13,fivetran.com,2021-05-26 14:07:49.718,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",source_oxygen,2021-05-26 20:10:25.927,-323232,US,BODY,,2qi61Ru_t_jGc0ZerTYQDXsj1Pg,0.0,0,0.0,co,guideSeen,http://fivetran.com/dashboard/connectors/salesforce,
inequalities,_food,WCfleGskyXv-2jM2VnfvZGGqO3s,24.9.77.13,fivetran.com,2021-05-26 14:05:12.753,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",source_oxygen,2021-05-26 20:10:27.025,-323232,US,BODY,,XIQoQieTTvull0oaCRP7ZbuLZLQ,0.0,0,0.0,co,guideSeen,http://fivetran.com/dashboard,
RDV,_00000001,KNTGlp0grL0a5FG5HLvNlVfovfw,2011-10-11,fivetraN.CoM7,2021-07-11 00:00:00.000,"MozIlla/5.0 (Macintosh; Intel Mac OS X 13_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/531.361",RVU_0000000001,2021-07-10 00:00:00.000,-323235,Us3,BoDY,val3905,aRmCwXFyapZrNyxIq4tpwgi1tCg9,-4.0,1,3.0,Co,guIdeDismisSeD2,http:/1/fiVetran.com/dashboaRd/connectors/salesforce,val6173
RDV,_00000002,WCfleGskyXv-2jM2VnfVzGGqO3S5,2025-08-21,fivetran.Com,2021-06-29 00:00:00.000,"Mozilla/57.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWEbKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",RVU_0000000002,2021-06-06 00:00:00.000,-323232,us,BODY8,Val39056,2qi61Ru_t_jGc0ZeRTYQDXsj1Pg,-12.0,11,5.0,Co3,guideSEen,http:/1/fiVetran.cOm/dashboaRd/connectors/salesForce3,val21789
RDV,_00000003,WCfleGskyXV6-2jM2VnfVZGGqO3s,1995-03-17,fiveTran.com,2021-06-01 00:00:00.000,"Mozilla/5.0 (Macintosh; Intel Mac OS X6 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.2129 Safari/537.36",RVU_0000000003,2021-06-07 00:00:00.000,-323244,Es6,BoDY9,Val398561,2qi61Ru_t_jGc0ZerTYQDxsj1Pg5,-1.0,10,-4.0,cO1,guideSEen,http://fivetran.com/Dashboard/logs,val237893
RDV,_00000004,y79LPO5hn8iStQ88i0379UFAsgI,2017-09-04,fIvetrAN.com,2021-06-30 00:00:00.000,"Mozilla/5.0 (MacintOsh; Intel Mac OS X 10_15_7) AppleWeBKit/537.36 (KHTML, like Gecko) Chrome/90.0.6430.212 Safari/537.36",RVU_0000000004,2021-06-03 00:00:00.000,-323253,us,bODY2,vaL3985119,aRmCwXFyapZrNyxIq4tpwgi1tcg9,6.0,-10,-13.0,cO9,guideSEeN5,http:/1/fiVeTran.cOm/dashboaRd/coNnectors/SalesForce3,vAl237894
RDV,_00000005,KNTGlp0gRL0a5FG5HLvnlVfovfw,2029-03-15,fiveTRAn.com,2021-06-27 00:00:00.000,"MoZIlla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KhTML, like Gecko) Chrome/90.0.4430.212 Safari/537.366",RVU_0000000005,2021-06-21 00:00:00.000,-323253,uS6,BOdY7,VAL39851127,aRmCwXFYapZrNyxIq4Tpwgi1tCg97,7.0,17,2.0,CO0,gUIdeSEen,http:/12/fiVetran.com/dashboaRd/connectors/salEsforce9,vAl2328549
RDV,_00000006,WCFlegskyXv-2jM2VnfVzGGqO3s56,1989-12-08,fivetran.com2,2021-06-05 00:00:00.000,"MoziLla/57.0 (MacIntosh; Intel Mac OS X 10_15_7) AppleWEbKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",RVU_0000000006,2021-06-19 00:00:00.000,-323252,Us2,BODY82,vaL390564,aRmcwXFyApZRNyxIq4tpwgi1tCg93,-20.0,-20,-17.0,CO2,gUideActivity0,http://fivetran.com/dashboard/Connectors/sAlesforce3,val237894
RDV,_00000007,WCfleGskyXV6-2jm2VNfVZGGqO3s3,1982-05-13,fivetran.CoM,2021-05-30 00:00:00.000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 2(KHTML, like GeckO) Chrome/90.0.4430.212 Safari/537.365",RVU_0000000007,2021-07-15 00:00:00.000,-323227,us7,BODy8,VAL37852127,aRmCwXFyaPZrNyxIq4tpwgi1tcg90,-18.0,5,9.0,co29,gUideActiVIty02,http://fivetran.com/dashboard/connectors/salesfoRce/,val2878939
RDV,_00000008,Y79LPO5hn8istQ88i0379UFAsGI,2014-09-10,fIveTRAn8.com4,2021-07-11 00:00:00.000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWEbKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",RVU_0000000008,2021-06-24 00:00:00.000,-323241,us83,BoDy,Val398861,2Qi61ru_t_jGc0ZerTYQDxsj1Pg1,5.0,17,-8.0,co0,guIdeDismisSED2,http7://FivEtran.com/dashboard,val9173
RDV,_00000009,y79LPO5hn7istq84i0379UFAsgI,1983-07-17,FIVetraN.CoM7,2021-06-28 00:00:00.000,"MoZIlla/5.0 (MacIntosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KhTML, like Gecko) Chrome/90.0.4430.212 Safari/537.3663",RVU_0000000009,2021-07-19 00:00:00.000,-323239,uS15,BODY2,val39959,2qi61RU_t_jGc0ZerTYQDXsj1Pg3,0.0,-30,0.0,vC1,gUIdeActivitY02,http:/82/fiVetran.com/dashboaRd/connectors/salEsfoRce98,vaL237893
RDV,_00000010,Y79LPO5hn8istQ88i0679uFAsGI5,2027-03-18,fivetran0.com7,2021-07-01 00:00:00.000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML1, like Gecko) Chrome/90.0.4430.212 Safari/537.368",RVU_0000000010,2021-06-09 00:00:00.000,-323234,Us14,bODY2,VaL398561,2qi61Ru_t_jGc0ZertYqDXsj1Pg8,-1.0,16,-21.0,CO79,guideActiVity,http:/12/fiVetran.com/dashboaRd/conNectors/salEsfoRcE93,vAl8678939
RDV,_00000011,y71LPO5hn8iStQ84i0373UFAsgI8,2005-12-13,fIvETrAn.com,2021-06-24 00:00:00.000,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML1, like Gecko) Chrome/90.6.4430.212 Safari/537.3687",RVU_0000000011,2021-07-05 00:00:00.000,-323255,Es2,boDY5,vAL99851196,ARmCwXFyapzrNYxIq6tpwgi1tCg4,-11.0,14,5.0,CO2,gUIdeSEeN8,http:/82/fiVetran.com/dashboaRd8/connectors/salEsfoRce98,Val28589397
RDV,_00000012,Y09LPO5hn8istq88i0379UFAsGI3,2018-08-23,fiveTran0.com73,2021-06-19 00:00:00.000,"Mozilla/5.0 (Macintosh; IntEl Mac OS X6 10_153_7) AppleWebKit/537.36 (KHtML, like Gecko) Chrome/90.0.4430.2129 Safari/537.367",RVU_0000000012,2021-07-11 00:00:00.000,-323245,Us0,BODy9,VAL39351127,2qi21RU_t_jGc0ZerTYQDXsj1Pg35,-18.0,-2,16.0,co32,GUIdeSEeN85,http:1//fiVetran.com/dashboard/connectors/salesforce0,val5378945
RDV,_00000013,WCfleGskyXv-1jm2VnfVzGGqO3S5,2041-09-20,fivETrAn.com1,2021-07-09 00:00:00.000,"MoZIlla/5.0 (MacIntosh; Intel Mac OS X 10_15_7)6 AppleWebKit/537.36 (KhTmL, like4 Gecko) Chrome/90.0.4430.212 Safari/537.36635",RVU_0000000013,2021-06-30 00:00:00.000,-323234,Us286,BODy823,vAl829595,6qi61RU_t_jGc0ZerTYQDXsj1Pg3,3.0,-6,0.0,CO774,GUIdeSeEn4,httP:/12/fiVetran.com/dasHboaRd/connectors/salEsforce91,val2378956
