account_id,app_id,country,guide_id,guide_step_id,latitude,longitude,region,remote_ip,server_name,occurred_at,type,url,user_agent,visitor_id,_fivetran_synced,_fivetran_id,guide_event_key,guide_name,app_display_name,app_platform
RDV_00000001,-323235,Us3,KNTGlp0grL0a5FG5HLvNlVfovfw,aRmCwXFyapZrNyxIq4tpwgi1tCg9,-4.0,3.0,Co,2011-10-11,fivetraN.CoM7,2021-07-11 00:00:00.000,guIdeDismisSeD2,http:/1/fiVetran.com/dashboaRd/connectors/salesforce,"MozIlla/5.0 (Macintosh; Intel Mac OS X 13_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/531.361",RVU_0000000001,2021-07-10 00:00:00.000,val6173,0bc0c70364e024af0d30ae31d2864152,test announcements,Fivetran,web
RDV_00000002,-323232,us,WCfleGskyXv-2jM2VnfVzGGqO3S5,2qi61Ru_t_jGc0ZeRTYQDXsj1Pg,-12.0,5.0,Co3,2025-08-21,fivetran.Com,2021-06-29 00:00:00.000,guideSEen,http:/1/fiVetran.cOm/dashboaRd/connectors/salesForce3,"Mozilla/57.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWEbKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",RVU_0000000002,2021-06-06 00:00:00.000,val21789,682ed5bac7bc4a3a7acb9b205b8af4a3,test announcements,Fivetran,web
RDV_00000003,-323244,Es6,WCfleGskyXV6-2jM2VnfVZGGqO3s,2qi61Ru_t_jGc0ZerTYQDxsj1Pg5,-1.0,-4.0,cO1,1995-03-17,fiveTran.com,2021-06-01 00:00:00.000,guideSEen,http://fivetran.com/Dashboard/logs,"Mozilla/5.0 (Macintosh; Intel Mac OS X6 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.2129 Safari/537.36",RVU_0000000003,2021-06-07 00:00:00.000,val237893,9440018e625d02ea1fd36ac955b962db,test announcements,Fivetran,web
RDV_00000004,-323253,us,y79LPO5hn8iStQ88i0379UFAsgI,aRmCwXFyapZrNyxIq4tpwgi1tcg9,6.0,-13.0,cO9,2017-09-04,fIvetrAN.com,2021-06-30 00:00:00.000,guideSEeN5,http:/1/fiVeTran.cOm/dashboaRd/coNnectors/SalesForce3,"Mozilla/5.0 (MacintOsh; Intel Mac OS X 10_15_7) AppleWeBKit/537.36 (KHTML, like Gecko) Chrome/90.0.6430.212 Safari/537.36",RVU_0000000004,2021-06-03 00:00:00.000,vAl237894,baa8916a0239f7a24de46fc22130b995,test announcements,Fivetran,web
RDV_00000005,-323253,uS6,KNTGlp0gRL0a5FG5HLvnlVfovfw,aRmCwXFYapZrNyxIq4Tpwgi1tCg97,7.0,2.0,CO0,2029-03-15,fiveTRAn.com,2021-06-27 00:00:00.000,gUIdeSEen,http:/12/fiVetran.com/dashboaRd/connectors/salEsforce9,"MoZIlla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KhTML, like Gecko) Chrome/90.0.4430.212 Safari/537.366",RVU_0000000005,2021-06-21 00:00:00.000,vAl2328549,67365a012b176f42ce7c9b5818af93fe,test announcements,Fivetran,web
RDV_00000006,-323252,Us2,WCFlegskyXv-2jM2VnfVzGGqO3s56,aRmcwXFyApZRNyxIq4tpwgi1tCg93,-20.0,-17.0,CO2,1989-12-08,fivetran.com2,2021-06-05 00:00:00.000,gUideActivity0,http://fivetran.com/dashboard/Connectors/sAlesforce3,"MoziLla/57.0 (MacIntosh; Intel Mac OS X 10_15_7) AppleWEbKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36",RVU_0000000006,2021-06-19 00:00:00.000,val237894,9c8d329e287c7fe7780f4be49e0d32f0,test announcements,Fivetran,web
RDV_00000007,-323227,us7,WCfleGskyXV6-2jm2VNfVZGGqO3s3,aRmCwXFyaPZrNyxIq4tpwgi1tcg90,-18.0,9.0,co29,1982-05-13,fivetran.CoM,2021-05-30 00:00:00.000,gUideActiVIty02,http://fivetran.com/dashboard/connectors/salesfoRce/,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 2(KHTML, like GeckO) Chrome/90.0.4430.212 Safari/537.365",RVU_0000000007,2021-07-15 00:00:00.000,val2878939,c684c1029085e32e333395b7dd700b8d,test announcements,Fivetran,web
RDV_00000008,-323241,us83,Y79LPO5hn8istQ88i0379UFAsGI,2Qi61ru_t_jGc0ZerTYQDxsj1Pg1,5.0,-8.0,co0,2014-09-10,fIveTRAn8.com4,2021-07-11 00:00:00.000,guIdeDismisSED2,http7://FivEtran.com/dashboard,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWEbKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.212 Safari/537.36",RVU_0000000008,2021-06-24 00:00:00.000,val9173,d9214dcd202354903ae0000280cea14e,test announcements,Fivetran,web
RDV_00000009,-323239,uS15,y79LPO5hn7istq84i0379UFAsgI,2qi61RU_t_jGc0ZerTYQDXsj1Pg3,0.0,0.0,vC1,1983-07-17,FIVetraN.CoM7,2021-06-28 00:00:00.000,gUIdeActivitY02,http:/82/fiVetran.com/dashboaRd/connectors/salEsfoRce98,"MoZIlla/5.0 (MacIntosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KhTML, like Gecko) Chrome/90.0.4430.212 Safari/537.3663",RVU_0000000009,2021-07-19 00:00:00.000,vaL237893,2b51e1021b843a64045bf3a4e2a0f54e,test announcements,Fivetran,web
RDV_00000010,-323234,Us14,Y79LPO5hn8istQ88i0679uFAsGI5,2qi61Ru_t_jGc0ZertYqDXsj1Pg8,-1.0,-21.0,CO79,2027-03-18,fivetran0.com7,2021-07-01 00:00:00.000,guideActiVity,http:/12/fiVetran.com/dashboaRd/conNectors/salEsfoRcE93,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML1, like Gecko) Chrome/90.0.4430.212 Safari/537.368",RVU_0000000010,2021-06-09 00:00:00.000,vAl8678939,453d34a32eb583a0754cd8dadaa2324b,test announcements,Fivetran,web
