guide_id,guide_name,app_id,state,device_type,created_at,created_by_user_id,is_multi_step,is_training,last_updated_at,last_updated_by_user_id,launch_method,published_at,recurrence,recurrence_eligibility_window,reset_at,root_version_id,stable_version_id,_fivetran_synced,latest_guide_index,app_display_name,app_platform,created_by_user_full_name,created_by_user_username,last_updated_by_user_full_name,last_updated_by_user_username,count_steps
I5iTwSVfkE12mv7nnitzNd9YH8Y,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
KNtGlp7GrL0a5FG5HLvNlVfovfw,New thing,-323232,public,all,2020-05-30 02:01:04.321,5649338561462272,False,False,2020-07-16 17:43:33.026,5730129889329152,launcher,2020-06-15 17:02:24.978,0,0,1970-01-01,OtoVtQsJk0t3yV_uUJV8Qo2hQO4,OtoVtQsJk0t3yV_uUJV8Qo2hQO4-20200716174333.065519002,2020-07-16 20:08:40.614,1,Fivetran,web,,,,,
3zmFotzLfGABjS-bbP51Ks_ZL2Y,Pendo Support Test,-323232,staged,all,2020-06-03 23:10:56.277,5670674796118016,False,False,2020-06-09 21:48:48.389,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,3zmFotzLfGABjS-bbP51Ks_ZL2Y,3zmFotzLfGABjS-bbP51Ks_ZL2Y-20200609214848.482157734,2020-06-16 03:50:09.857,1,Fivetran,web,,,,,
y79LPO5hn8iStQ84i0379UFAsgI,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
WCfleGskyXv-2jM2VnfvZGGqO3s,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
KNTGlp0grL0a5FG5HLvNlVfovfw,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
WCfleGskyXv-2jM2VnfVzGGqO3S5,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
WCfleGskyXV6-2jM2VnfVZGGqO3s,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y79LPO5hn8iStQ88i0379UFAsgI,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
KNTGlp0gRL0a5FG5HLvnlVfovfw,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
WCFlegskyXv-2jM2VnfVzGGqO3s56,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
WCfleGskyXV6-2jm2VNfVZGGqO3s3,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y79LPO5hn8istQ88i0379UFAsGI,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
y79LPO5hn7istq84i0379UFAsgI,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
Y79LPO5hn8istQ88i0679uFAsGI5,test announcements,-323232,draft,all,2020-05-29 17:09:40.744,5636634776436736,False,False,2020-05-30 01:59:35.594,5649338561462272,api,1970-01-01 00:00:00.000,0,0,1970-01-01,I5iTwSVfkE12mv7nnitzNd9YH8Y,I5iTwSVfkE12mv7nnitzNd9YH8Y-20200530015935.647936745,2020-06-16 03:50:09.858,1,Fivetran,web,,,,,
