source_relation,ad_group_id,ad_keyword_status,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,campaign_id,clicks,cost,date_day,impressions,keyword_bid,keyword_id,keyword_type,match_type,targeting,purchases_30_d,sales_30_d
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,861,1723.1,2022-07-12,239619,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,17,24.05,2022-08-21,12960,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,23,63.7,2022-08-19,10662,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,19,52.46,2022-08-24,9931,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,6,15.88,2022-07-14,3036,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,19,29.26,2022-08-20,11740,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,18,43.88,2022-08-22,14661,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,11,20.04,2022-08-12,10435,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,15,32.89,2022-08-14,11175,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,18,30.91,2022-08-23,12631,6,9101112,EXACT,EXACT,x wing parts,,
