source_relation,ad_group_id,ad_keyword_status,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,campaign_id,clicks,cost,date_day,impressions,keyword_bid,keyword_id,search_term,targeting,purchases_30_d,sales_30_d
"",421,,2000,USD,DAILY_BUDGET,2187,1,1.5,2022-08-23,566,5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,1,0.35,2022-08-20,323,5,5678,y wing parts,y wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,1,0.72,2022-08-20,549,5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,1,1.52,2022-08-17,407,5,5678,y wing parts,y wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,1,1.74,2022-08-18,128,5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,2,7.33,2022-08-13,367,5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,1,0.91,2022-08-24,508,5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,1,1.22,2022-08-10,566,5,1234,b wing parts,b wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,1,0.39,2022-08-24,396,5,5678,y wing parts,y wing parts,,
"",421,,2000,USD,DAILY_BUDGET,2187,3,5.54,2022-08-25,1818,6,9101112,x wing parts,x wing parts,,
