source_relation,ad_group_id,campaign_id,creation_date,default_bid,last_updated_date,ad_group_name,serving_status,state,is_most_recent_record
"",421,2187,2022-07-11 22:38:16.551000,1.75,2022-07-11 22:38:16.551000,Red 7,CAMPAIGN_PAUSED,enabled,t
"",422,2187,2022-07-11 22:38:16.551000,2,2022-07-11 22:38:16.551000,Red 8,AD_GROUP_STATUS_ENABLED,enabled,t
"",423,2187,2022-07-11 22:38:16.551000,1.9,2022-07-11 22:38:16.551000,Red 9,AD_GROUP_STATUS_ENABLED,enabled,t
"",501,5555,2022-11-09 14:37:05.332000,1.45,2022-11-09 14:37:05.332000,All,AD_GROUP_STATUS_ENABLED,enabled,t
"",502,5555,2022-11-09 14:37:05.332000,1.6,2022-11-09 14:37:05.332000,Premium,AD_GROUP_STATUS_ENABLED,enabled,t
"",503,2188,2022-07-15 10:20:00.000000,2.1,2022-07-15 10:20:00.000000,Blue 1,AD_GROUP_STATUS_ENABLED,enabled,t
"",504,2188,2022-07-15 10:20:00.000000,1.85,2022-07-15 10:20:00.000000,Blue 2,AD_GROUP_STATUS_ENABLED,enabled,t
"",505,2189,2022-07-20 14:00:00.000000,1.95,2022-07-20 14:00:00.000000,Green Alpha,AD_GROUP_STATUS_ENABLED,enabled,t
"",506,2189,2022-07-20 14:00:00.000000,2.05,2022-07-20 14:00:00.000000,Green Beta,AD_GROUP_STATUS_ENABLED,enabled,t
"",507,2190,2022-08-01 09:00:00.000000,2.25,2022-08-01 09:00:00.000000,Rogue Squad A,AD_GROUP_STATUS_ENABLED,enabled,t
"",508,2190,2022-08-01 09:00:00.000000,2.15,2022-08-01 09:00:00.000000,Rogue Squad B,AD_GROUP_STATUS_ENABLED,enabled,t
"",509,2191,2022-08-05 11:00:00.000000,2.5,2022-08-05 11:00:00.000000,AT-AT Group 1,AD_GROUP_STATUS_ENABLED,enabled,t
"",510,2191,2022-08-05 11:00:00.000000,2.4,2022-08-05 11:00:00.000000,AT-AT Group 2,AD_GROUP_STATUS_ENABLED,enabled,t
"",511,2192,2022-08-10 13:00:00.000000,1.8,2022-08-10 13:00:00.000000,TIE Squadron A,AD_GROUP_STATUS_ENABLED,enabled,t
"",512,2192,2022-08-10 13:00:00.000000,1.7,2022-08-10 13:00:00.000000,TIE Squadron B,AD_GROUP_STATUS_ENABLED,enabled,t
"",513,2193,2022-08-12 15:00:00.000000,2.3,2022-08-12 15:00:00.000000,Destroyer Alpha,AD_GROUP_STATUS_ENABLED,enabled,t
"",514,2193,2022-08-12 15:00:00.000000,2.2,2022-08-12 15:00:00.000000,Destroyer Beta,AD_GROUP_STATUS_ENABLED,enabled,t
"",515,2194,2022-08-15 10:00:00.000000,2.6,2022-08-15 10:00:00.000000,Death Star Core,AD_GROUP_STATUS_ENABLED,enabled,t
"",516,2194,2022-08-15 10:00:00.000000,2.45,2022-08-15 10:00:00.000000,Death Star Weapons,AD_GROUP_STATUS_ENABLED,enabled,t
"",517,2195,2022-08-18 12:00:00.000000,1.99,2022-08-18 12:00:00.000000,Lightsaber Red,AD_GROUP_STATUS_ENABLED,enabled,t
"",518,2195,2022-08-18 12:00:00.000000,2.09,2022-08-18 12:00:00.000000,Lightsaber Blue,AD_GROUP_STATUS_ENABLED,enabled,t
"",519,2196,2022-08-20 14:00:00.000000,2.35,2022-08-20 14:00:00.000000,Force Push,AD_GROUP_STATUS_ENABLED,enabled,t
"",520,2196,2022-08-20 14:00:00.000000,2.25,2022-08-20 14:00:00.000000,Force Pull,AD_GROUP_STATUS_ENABLED,enabled,t
"",521,2197,2022-08-22 16:00:00.000000,2,2022-08-22 16:00:00.000000,Jedi Padawan,AD_GROUP_STATUS_ENABLED,enabled,t
"",522,2197,2022-08-22 16:00:00.000000,2.1,2022-08-22 16:00:00.000000,Jedi Knight,AD_GROUP_STATUS_ENABLED,enabled,t
"",523,2198,2022-08-25 11:00:00.000000,2.55,2022-08-25 11:00:00.000000,Clone Trooper,AD_GROUP_STATUS_ENABLED,enabled,t
"",524,2198,2022-08-25 11:00:00.000000,2.65,2022-08-25 11:00:00.000000,Clone Commander,AD_GROUP_STATUS_ENABLED,enabled,t
