source_relation,ad_group_id,ad_keyword_status,campaign_budget_amount,campaign_budget_currency_code,campaign_budget_type,campaign_id,clicks,cost,date_day,impressions,keyword_bid,keyword_id,keyword_type,match_type,targeting,purchases_30_d,sales_30_d
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,45,76.5,2022-07-12,15800,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,38,64.6,2022-07-14,13200,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,28,47.6,2022-08-12,9800,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,32,54.4,2022-08-14,11200,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,35,59.5,2022-08-19,12400,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,30,51,2022-08-20,10800,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,26,44.2,2022-08-21,9200,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,33,56.1,2022-08-22,11600,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,29,49.3,2022-08-23,10400,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,31,52.7,2022-08-24,11000,6,9101112,EXACT,EXACT,x wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,22,37.4,2022-07-13,8500,5.5,1234,EXACT,EXACT,b wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,25,42.5,2022-07-18,9400,5.5,1234,EXACT,EXACT,b wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,20,34,2022-08-15,7800,5.5,1234,EXACT,EXACT,b wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,23,39.1,2022-08-20,8700,5.5,1234,EXACT,EXACT,b wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,18,30.6,2022-07-14,7200,5,5678,EXACT,EXACT,y wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,21,35.7,2022-07-19,8100,5,5678,EXACT,EXACT,y wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,17,28.9,2022-08-16,6800,5,5678,EXACT,EXACT,y wing parts,,
"",421,ENABLED,2000,USD,DAILY_BUDGET,2187,19,32.3,2022-08-21,7500,5,5678,EXACT,EXACT,y wing parts,,
"",422,ENABLED,2000,USD,DAILY_BUDGET,2187,24,40.8,2022-07-15,9100,5.2,1235,EXACT,EXACT,starfighter parts,,
