source_relation,date_day,account_name,account_id,country_code,profile_id,portfolio_name,portfolio_id,campaign_name,campaign_id,ad_group_name,ad_group_id,keyword_id,keyword_text,serving_status,state,keyword_bid,keyword_type,match_type,cost,clicks,impressions,purchases_30_d,sales_30_d
"",2022-07-12,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,76.5,45,15800,,
"",2022-12-03,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1240,smuggler ship,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.1,BROAD,BROAD,32.3,19,7600,,
"",2022-08-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,CAMPAIGN_PAUSED,enabled,5.5,EXACT,EXACT,39.1,23,8700,,
"",2022-08-20,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1238,rebel alliance,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.9,EXACT,EXACT,39.1,23,8700,,
"",2022-11-20,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1239,millennium falcon,TARGETING_CLAUSE_STATUS_LIVE,enabled,4.8,EXACT,EXACT,34,20,7500,,
"",2022-11-25,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1239,millennium falcon,TARGETING_CLAUSE_STATUS_LIVE,enabled,4.8,EXACT,EXACT,40.8,24,8900,,
"",2022-07-17,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1237,space combat,TARGETING_CLAUSE_STATUS_LIVE,enabled,6.2,PHRASE,PHRASE,47.6,28,10100,,
"",2022-08-19,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,59.5,35,12400,,
"",2022-08-21,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,CAMPAIGN_PAUSED,enabled,5,EXACT,EXACT,32.3,19,7500,,
"",2022-11-28,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1240,smuggler ship,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.1,BROAD,BROAD,35.7,21,8100,,
"",2022-08-12,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,47.6,28,9800,,
"",2022-11-24,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1242,fast ship,TARGETING_CLAUSE_STATUS_LIVE,enabled,6,EXACT,EXACT,37.4,22,8200,,
"",2022-12-04,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1241,premium spacecraft,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.5,PHRASE,PHRASE,42.5,25,9100,,
"",2022-08-22,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,9101112,x wing parts,CAMPAIGN_PAUSED,enabled,6,EXACT,EXACT,56.1,33,11600,,
"",2022-11-29,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1241,premium spacecraft,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.5,PHRASE,PHRASE,45.9,27,9800,,
"",2022-11-23,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,Premium,502,1241,premium spacecraft,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.5,PHRASE,PHRASE,39.1,23,8500,,
"",2022-07-23,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1238,rebel alliance,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.9,EXACT,EXACT,47.6,28,10400,,
"",2022-08-19,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 9,423,1237,space combat,TARGETING_CLAUSE_STATUS_LIVE,enabled,6.2,PHRASE,PHRASE,44.2,26,9400,,
"",2022-08-16,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,5678,y wing parts,CAMPAIGN_PAUSED,enabled,5,EXACT,EXACT,28.9,17,6800,,
"",2022-07-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,CAMPAIGN_PAUSED,enabled,5.5,EXACT,EXACT,42.5,25,9400,,
"",2022-11-22,Palpatine,ENTITY31174,US,66,Empire,1138,Millennium Falcon,5555,All,501,1240,smuggler ship,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.1,BROAD,BROAD,30.6,18,7000,,
"",2022-08-15,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 7,421,1234,b wing parts,CAMPAIGN_PAUSED,enabled,5.5,EXACT,EXACT,34,20,7800,,
"",2022-07-15,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1235,starfighter parts,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.2,EXACT,EXACT,40.8,24,9100,,
"",2022-08-18,Palpatine,ENTITY31174,US,66,Empire,1138,Gold Leader,2187,Red 8,422,1236,fighter pilot,TARGETING_CLAUSE_STATUS_LIVE,enabled,5.8,BROAD,BROAD,40.8,24,9000,,
