campaign_id,member_id,_fivetran_synced,list_id,reason,timestamp
1000,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-17 16:37:22.926,8e423a4179,,2020-04-17 16:32:51
1024,4d1bf0aa67690a2b483771ce00cfb6a7,2020-05-14 15:42:22,8e423a4179,,2020-05-10 02:43:51
1062,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-17 01:30:22,8e423a4179,,2020-05-02 08:23:51
1003,4d1bf0aa67690a2b483771ce00cfb6a7,2020-03-27 15:23:22,8e423a4179,,2020-05-17 21:38:51
1095,4d1bf0aa67690a2b483771ce00cfb6a7,2020-05-09 11:20:22,8e423a4179,,2020-03-30 11:56:51
1045,4d1bf0aa67690a2b483771ce00cfb6a7,2020-05-13 14:33:22,8e423a4179,,2020-04-18 07:39:51
1024,4d1bf0aa67690a2b483771ce00cfb6a7,2020-03-23 01:18:22,8e423a4179,,2020-03-19 15:27:51
1035,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-15 14:23:22,8e423a4179,,2020-04-18 04:14:51
1046,4d1bf0aa67690a2b483771ce00cfb6a7,2020-03-19 13:36:22,8e423a4179,,2020-04-20 08:26:51
1003,4d1bf0aa67690a2b483771ce00cfb6a7,2020-05-06 07:57:22,8e423a4179,,2020-04-09 00:35:51
1036,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-12 23:42:22,8e423a4179,,2020-04-16 11:00:51
1046,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-07 20:08:22,8e423a4179,,2020-03-25 04:58:51
1036,4d1bf0aa67690a2b483771ce00cfb6a7,2020-05-09 19:27:22,8e423a4179,,2020-05-14 09:07:51
1024,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-10 18:29:22,8e423a4179,,2020-05-12 06:53:51
1024,4d1bf0aa67690a2b483771ce00cfb6a7,2020-03-25 20:25:22,8e423a4179,,2020-03-19 02:54:51
1036,4d1bf0aa67690a2b483771ce00cfb6a7,2020-05-01 19:39:22,8e423a4179,,2020-04-18 21:24:51
1003,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-26 22:49:22,8e423a4179,,2020-05-17 04:45:51
1046,4d1bf0aa67690a2b483771ce00cfb6a7,2020-03-25 05:39:22,8e423a4179,,2020-05-07 07:01:51
1046,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-21 15:40:22,8e423a4179,,2020-05-11 11:02:51
1095,4d1bf0aa67690a2b483771ce00cfb6a7,2020-05-03 20:43:22,8e423a4179,,2020-04-30 12:10:51
