action,automation_email_id,member_id,timestamp,_fivetran_synced,bounce_type,ip,list_id,url
click,1000,1000,2020-04-21 14:53:32,2020-04-21 14:59:12.754,,76.64.79.89,8e423a4179,
click,1001,1001,2020-04-21 14:52:06,2020-04-21 14:59:12.753,,76.64.79.89,8e423a4179,
click,1002,1002,2020-04-21 14:52:06,2020-04-21 14:59:12.753,,76.64.79.89,8e423a4179,https://example.com/
click,1003,1003,2020-04-21 14:53:34,2020-04-21 14:59:12.754,,76.64.79.89,8e423a4179,https://example.com/
click,1007,1004,2020-04-21 14:52:11,2020-04-21 14:59:12.754,,76.64.79.89,8e423a4179,https://github.com/example
click,1046,1005,2020-04-21 14:53:32,2020-04-21 14:59:12.754,,76.64.79.89,8e423a4179,https://github.com/example
click,1095,1006,2020-04-21 14:53:37,2020-04-21 14:59:12.755,,76.64.79.89,8e423a4179,https://join.slack.com/t/
click,1007,1007,2020-04-21 14:53:37,2020-04-21 14:59:12.755,,76.64.79.89,8e423a4180,https://join.slack.com/t/
click,1002,1085,2020-05-20 13:41:32,2020-04-06 23:24:12,,76.64.79.89,8e423a4179,https://github.com/example
click,1002,1085,2020-05-06 14:24:06,2020-04-11 13:34:12,,76.64.79.89,8e423a4179,https://example.com/
click,1024,1094,2020-03-31 13:34:34,2020-04-03 07:33:12,,76.64.79.89,8e423a4179,https://github.com/example
click,1036,1044,2020-05-18 04:44:37,2020-03-23 07:05:12,,76.64.79.89,8e423a4179,https://example.com/
open,1046,1042,2020-05-09 20:11:32,2020-05-04 23:08:12,,76.64.79.89,8e423a4179,
open,1024,1065,2020-03-29 10:48:34,2020-05-05 14:34:12,,76.64.79.89,8e423a4179,https://example.com/
open,1062,1057,2020-04-18 12:12:11,2020-04-26 15:59:12,,76.64.79.89,8e423a4179,https://join.slack.com/t/
click,1024,1104,2020-04-29 08:40:37,2020-04-29 21:48:12,,76.64.79.89,8e423a4179,https://github.com/example
open,1003,1030,2020-05-09 06:59:06,2020-04-15 16:26:12,,76.64.79.89,8e423a4179,https://example.com/
click,1000,1050,2020-04-21 13:51:06,2020-03-31 16:08:12,,76.64.79.89,8e423a4179,https://join.slack.com/t/
click,1095,1078,2020-04-13 17:42:11,2020-05-07 01:32:12,,76.64.79.89,8e423a4179,https://join.slack.com/t/
click,1002,1077,2020-04-26 02:57:06,2020-04-13 22:55:12,,76.64.79.89,8e423a4179,
