organization_id,tag,_fivetran_synced
370557178694,63ad9d34f3503826e5f649ae6b7ac92c,2020-08-25 08:08:42
370326104793,63ad9d34f3503826e5f649ae6b7ac92c,2020-08-12 20:16:04
370325960473,63ad9d34f3503826e5f649ae6b7ac92c,2020-08-12 20:16:04
370326279253,63ad9d34f3503826e5f649ae6b7ac92c,2020-08-04 02:12:16
370326181493,63ad9d34f3503826e5f649ae6b7ac92c,2020-04-24 14:20:08
370326014913,63ad9d34f3503826e5f649ae6b7ac92c,2020-04-24 14:29:08
370325990093,63ad9d34f3503826e5f649ae6b7ac92c,2020-09-03 02:08:46
370324281773,63ad9d34f3503826e5f649ae6b7ac92c,2020-12-18 14:08:28
370301409353,63ad9d34f3503826e5f649ae6b7ac92c,2020-04-24 14:20:40
370326052813,63ad9d34f3503826e5f649ae6b7ac92c,2020-04-24 14:13:42
370334,63ad9d34f3503826e5f649ae6b7ac92c,2020-04-24 14:13:42
370298,63ad9d34f3503826e5f649ae6b7ac92c,2020-04-24 14:13:42
