automation_email_id,member_id,_fivetran_synced,list_id
1.000E+3,1000,2020-04-21 14:59:12.754,8e423a4179
1.001E+3,1001,2020-04-21 14:59:12.706,8e423a4179
1.002E+3,1002,2020-04-21 14:59:12.755,8e423a4180
1.024E+3,1062,2020-04-24 03:39:12,8e423a4179
1.000E+3,1033,2020-04-15 06:37:12,8e423a4179
1.046E+3,1078,2020-04-27 02:21:12,8e423a4179
1.007E+3,1039,2020-03-24 03:02:12,8e423a4179
1.046E+3,1031,2020-05-02 22:42:12,8e423a4179
1.002E+3,1068,2020-03-24 11:59:12,8e423a4179
1.003E+3,1079,2020-05-12 15:13:12,8e423a4179
1.052E+3,1094,2020-05-07 11:16:12,8e423a4179
1.024E+3,1061,2020-04-07 21:28:12,8e423a4179
1.075E+3,1082,2020-04-17 09:05:12,8e423a4179
1.024E+3,1074,2020-05-03 10:37:12,8e423a4179
1.003E+3,1064,2020-03-27 01:16:12,8e423a4180
1.071E+3,1036,2020-05-03 13:56:12,8e423a4180
1.046E+3,1022,2020-04-24 22:56:12,8e423a4179
1.062E+3,1087,2020-04-12 12:07:12,8e423a4180
1.046E+3,1040,2020-04-08 04:24:12,8e423a4179
1.001E+3,1077,2020-05-07 09:51:12,8e423a4179
