chat_id,_fivetran_synced,authenticated,backend,channel,conversation_id,initiator,integration_id,tags,ticket_id,user_id,visitor_id,webpath
4323.953441.TyDt23helloZt4E,2024-03-19 16:51:27.753,f,chat,chat,,1,,[],1966,387066542,21432-1JDmGTcw35VtqY,[]
4323.953441.TyDs6revFIOI0Y,2024-03-19 16:51:27.748,f,chat,chat,,1,,[],11071,387066542,21432-1JDmGTcw35VtqY,[]
4323.953441.T6OrgbvMIqPplK,2024-03-19 16:51:11.713,f,chat,chat,,1,,,6605,387066542,21432-1JDmGTcw35VtqY,[]
4323.953441.TyDs6revFIOI0Y,2024-03-19 16:51:27.764,f,chat,chat,,1,,[],4721,387066542,21432-1JDmGTcw35VtqY,[]
4323.953441.TyDfrDh7BV3QA,2024-03-19 16:51:30.989,f,chat,chat,,1,,,14173,21652596,9421471-1JDmGTcw35VtqY,[]
4323.953441.T6OrgbvMIqPplK,2024-03-19 16:51:27.756,f,chat,chat,,1,,[],6171,387066542,21432-1JDmGTcw35VtqY,[]
4323.953441.TzkBGrapJoA,2024-03-19 16:51:29.274,f,chat,chat,,1,,[],1404,387066542,21432-1JDmGTcw35VtqY,[]
4323.953441.TzkArUd3CjKI,2024-03-19 16:51:25.454,f,chat,chat,,1,,[],1595,221276,9421471-1JRmMeNdc68s72a,[]
4323.953441.TzAcedetjkcKyq,2024-03-19 16:51:21.717,f,chat,native_messaging,465895dda,1,6427a8897416c83,[],16988,223438084,9471-1J4223fqJrp,[]
4323.953441.TyDt23helloZt4E,2024-03-19 16:51:21.712,f,chat,native_messaging,423dac0843a,1,658d883,[],11013,2253454356,94271-1JXmgdg45wSDKy92,[]
4323.953441.TzAcedetjkcKyq,2024-03-11 19:54:30,true,chat,chat,,1,,,4721,2253454415,21432-1JDmGTcw35VtqY,[]
4323.953441.TyDt23helloZt4E,2024-04-04 13:33:21,true,chat,chat,423dac0843a,1,6427a8897416c83,[],14173,2253454451,21432-1JDmGTcw35VtqY,[]
4323.953441.TzAcedetjkcKyq,2024-03-26 23:43:27,false,chat,chat,,0,,[],17041,2253454367,21432-1JDmGTcw35VtqY,[]
4323.953441.T6OrgbvMIqPplK,2024-03-19 23:19:29,true,chat,native_messaging,,0,,[],16988,2253454431,9421471-1JRmMeNdc68s72a,[]
4323.953441.TzkArUd3CjKI,2024-04-05 06:43:25,true,chat,native_messaging,,0,,[],17072,2253454447,9471-1J4223fqJrp,[]
4323.953441.TyDs6revFIOI0Y,2024-03-19 07:53:27,true,chat,chat,,1,,[],17066,2253454409,21432-1JDmGTcw35VtqY,[]
4323.953441.TyDt23helloZt4E,2024-03-07 18:24:27,true,chat,chat,,0,,[],14173,2253454394,9421471-1JRmMeNdc68s72a,[]
4323.953441.T6OrgbvMIqPplK,2024-04-09 11:17:11,true,chat,chat,,0,,,17031,2253454419,21432-1JDmGTcw35VtqY,[]
4323.953441.T6OrgbvMIqPplK,2024-02-22 18:17:21,false,chat,chat,423dac0843a,1,658d883,[],4721,2253454434,21432-1JDmGTcw35VtqY,[]
4323.953441.TzkArUd3CjKI,2024-04-07 07:33:21,false,chat,chat,465895dda,1,658d883,[],6171,2253454407,21432-1JDmGTcw35VtqY,[]
