id,_fivetran_deleted,_fivetran_synced,create_time,list_id,segment_id,segment_text,start_time,status,title,trigger_settings
1000,f,2020-04-23 11:40:06.382,2020-04-16 20:34:40,8e423a4179,,,2020-04-17 12:56:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1001,f,2020-04-23 11:40:06.382,2020-04-16 20:34:40,8e423a4180,,,,sending,,
1017,false,2020-05-22 09:02:06,2020-04-19 06:28:40,8e423a4179,,,,sending,,
1101,true,2020-04-23 16:27:06,2020-04-03 20:25:40,8e423a4179,,,2020-05-18 10:53:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1017,false,2020-04-19 22:03:06,2020-04-03 14:52:40,8e423a4180,,,,sending,,
1006,true,2020-05-19 08:17:06,2020-04-24 15:38:40,8e423a4180,,,2020-05-13 19:28:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1001,true,2020-04-01 18:01:06,2020-04-13 15:31:40,8e423a4180,,,,,,
1015,true,2020-05-12 14:11:06,2020-04-08 16:45:40,8e423a4180,,,2020-04-27 13:56:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1003,true,2020-04-24 13:48:06,2020-04-26 10:14:40,8e423a4180,,,2020-04-13 02:26:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1080,true,2020-05-20 22:28:06,2020-05-10 12:46:40,8e423a4179,,,2020-04-30 13:36:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1101,true,2020-04-18 04:17:06,2020-04-06 01:38:40,8e423a4179,,,,,,
1101,false,2020-05-10 04:18:06,2020-04-20 07:01:40,8e423a4179,,,,,,
1006,false,2020-05-11 17:50:06,2020-05-17 08:35:40,8e423a4179,,,,,,
1101,true,2020-05-09 12:17:06,2020-04-19 01:41:40,8e423a4180,,,2020-05-03 09:46:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1040,true,2020-05-05 15:21:06,2020-05-09 20:37:40,8e423a4179,,,2020-04-14 03:20:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1056,true,2020-04-13 01:22:06,2020-03-24 18:07:40,8e423a4180,,,2020-04-27 08:40:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1101,true,2020-05-13 15:11:06,2020-03-30 15:46:40,8e423a4180,,,2020-05-11 05:08:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1001,false,2020-05-21 18:24:06,2020-05-16 11:55:40,8e423a4179,,,2020-03-18 13:38:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1002,true,2020-05-10 10:46:06,2020-05-14 05:15:40,8e423a4179,,,2020-04-16 22:12:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
1001,false,2020-04-17 09:00:06,2020-04-14 19:41:40,8e423a4179,,,2020-05-11 13:56:37,sending,Welcome Email,"{""workflow_type"":""singleWelcome"",""workflow_title"":""Single Email Welcome"",""runtime"":{""days"":[""sunday"",""monday"",""tuesday"",""wednesday"",""thursday"",""friday"",""saturday""],""hours"":{""type"":""automation""}},""workflow_emails_count"":1}"
