day_id,hh_member_7,arrive_date,d_purpose_category,day_is_complete,long_distance_flag,o_location_type,num_non_hh_travelers,r_mode_type_nyc,arrive_second,d_cms_zone,mode_type_nyc,hh_member_12,hh_member_11,tnc_type,d_purpose,hh_member_4,person_id,hh_id,duration_seconds,o_in_region,travel_dow,hh_member_9,park_cost,day_num
220025830102,995,2022-10-06T00:00:00.000,6,1,0,1,0,4,29,2,9,995,995,995,46,0,2200258301,22002583,484,1,4,995,,2
220001280106,995,2022-10-18T00:00:00.000,6,1,0,4,0,1,21,2,7,995,995,995,45,0,2200012801,22000128,301,1,2,995,,6
220014400103,995,2022-10-15T00:00:00.000,12,1,0,4,0,4,20,1,9,995,995,995,150,995,2200144001,22001440,382,1,6,995,,3
220006070101,995,2022-10-14T00:00:00.000,11,1,0,2,0,3,57,2,6,995,995,995,60,995,2200060701,22000607,13367,1,5,995,,1
220007680104,995,2022-10-08T00:00:00.000,11,1,0,2,0,4,56,8,9,995,995,995,60,995,2200076801,22000768,1541,1,6,995,,4
220015660101,995,2022-10-12T00:00:00.000,2,1,0,4,0,4,20,3,9,995,995,995,10,995,2200156601,22001566,632,1,3,995,,1
220006550105,995,2022-10-28T00:00:00.000,9,1,0,1,1,1,59,2,7,995,995,995,52,995,2200065501,22000655,1192,1,5,995,,5
220018300107,995,2022-10-18T00:00:00.000,3,1,0,1,0,4,45,2,9,995,995,995,11,995,2200183001,22001830,1573,1,2,995,,7
220022870106,995,2022-10-18T00:00:00.000,6,1,0,1,0,4,0,2,9,995,995,995,45,995,2200228701,22002287,79084,1,1,995,,6
220001280104,995,2022-10-16T00:00:00.000,6,1,0,4,1,1,3,1,7,995,995,995,46,0,2200012801,22000128,327,1,7,995,,4
220025890106,995,2022-10-09T00:00:00.000,9,1,0,4,0,4,50,11,9,995,995,995,53,0,2200258901,22002589,9559,0,7,995,,6
220009910101,995,2022-10-13T00:00:00.000,3,0,0,4,995,995,57,4,995,995,995,995,11,995,2200099101,22000991,971,1,4,995,,1
220007680104,995,2022-10-08T00:00:00.000,1,1,0,4,0,4,49,2,9,995,995,995,1,995,2200076801,22000768,321,1,6,995,,4
220006070106,995,2022-10-19T00:00:00.000,11,1,0,4,0,3,50,2,6,995,995,995,60,995,2200060701,22000607,234,1,3,995,,6
220007680101,995,2022-10-05T00:00:00.000,11,1,0,4,0,3,15,5,6,995,995,995,60,995,2200076801,22000768,675,1,3,995,,1
220006550104,995,2022-10-27T00:00:00.000,1,1,0,4,0,4,6,2,9,995,995,995,1,995,2200065501,22000655,1680,1,4,995,,4
220018300106,995,2022-10-17T00:00:00.000,2,1,0,4,0,4,0,4,9,995,995,995,10,995,2200183001,22001830,325,1,1,995,,6
220019770106,995,2022-10-28T00:00:00.000,11,0,0,4,0,4,15,4,9,995,995,995,60,995,2200197701,22001977,537,1,5,995,,6
220019890105,995,2022-10-09T00:00:00.000,6,1,0,1,1,1,41,11,7,995,995,995,46,995,2200198901,22001989,4425,1,7,995,,5
220012760103,995,2022-10-07T00:00:00.000,6,1,0,1,0,1,21,2,7,995,995,995,46,995,2200127601,22001276,330,1,5,995,,3
220009910107,995,2022-10-19T00:00:00.000,1,0,0,4,0,4,22,2,9,995,995,995,1,995,2200099101,22000991,218,1,3,995,,7
220025700107,995,2022-10-18T00:00:00.000,6,1,0,2,1,4,44,2,9,995,995,995,45,0,2200257001,22002570,458,1,2,995,,7
220006070106,995,2022-10-19T00:00:00.000,11,1,0,4,0,3,28,4,6,995,995,995,60,995,2200060701,22000607,1331,1,3,995,,6
220013060104,995,2022-10-11T00:00:00.000,10,1,0,1,0,1,47,4,2,995,995,2,34,995,2200130601,22001306,2560,1,2,995,,4
220012760107,995,2022-10-11T00:00:00.000,1,1,0,4,0,1,4,2,7,995,995,995,1,995,2200127601,22001276,2552,1,2,995,,7
220012230106,995,2022-10-09T00:00:00.000,11,1,0,1,0,4,21,2,9,995,995,995,60,995,2200122301,22001223,368,1,7,995,,6
220012230104,995,2022-10-07T00:00:00.000,11,1,0,4,1,4,43,7,9,995,995,995,60,995,2200122301,22001223,3914,1,5,995,,4
220004300107,995,2022-10-12T00:00:00.000,6,1,0,1,0,1,37,2,7,995,995,995,45,995,2200043001,22000430,559,1,3,995,,7
220025890101,995,2022-10-04T00:00:00.000,11,1,0,4,0,3,42,8,6,995,995,995,60,0,2200258901,22002589,3666,1,2,995,,1
220025700106,995,2022-10-17T00:00:00.000,6,1,0,1,1,4,52,2,9,995,995,995,48,0,2200257001,22002570,340,1,1,995,,6
220019890105,995,2022-10-09T00:00:00.000,8,1,0,4,0,4,45,11,9,995,995,995,50,995,2200198901,22001989,489,0,7,995,,5
220015660101,995,2022-10-12T00:00:00.000,8,1,0,2,0,1,41,3,7,995,995,995,50,995,2200156601,22001566,263,1,3,995,,1
220011280107,995,2022-11-01T00:00:00.000,1,1,0,4,0,4,25,2,9,995,995,995,1,995,2200112801,22001128,3133,1,2,995,,7
220018300105,995,2022-10-16T00:00:00.000,1,1,0,4,0,4,44,2,9,995,995,995,1,995,2200183001,22001830,981,1,7,995,,5
220018300106,995,2022-10-17T00:00:00.000,1,1,0,4,0,4,16,2,9,995,995,995,1,995,2200183001,22001830,599,1,1,995,,6
220001050105,995,2022-10-21T00:00:00.000,11,1,0,4,0,3,41,3,6,995,995,995,60,995,2200010501,22000105,390,1,5,995,,5
220006550103,995,2022-10-26T00:00:00.000,3,1,0,1,0,1,31,2,7,995,995,995,11,995,2200065501,22000655,693,1,3,995,,3
220011280101,995,2022-10-26T00:00:00.000,11,1,0,3,0,3,16,1,6,995,995,995,60,995,2200112801,22001128,0,1,3,995,,1
220015180103,995,2022-10-08T00:00:00.000,11,0,0,4,0,4,23,3,9,995,995,995,60,995,2200151801,22001518,168,1,6,995,,3
220018300101,995,2022-10-12T00:00:00.000,8,1,0,1,0,4,13,2,9,995,995,995,50,995,2200183001,22001830,7,1,3,995,,1
220011280107,995,2022-11-01T00:00:00.000,8,1,0,4,1,4,50,2,9,995,995,995,50,995,2200112801,22001128,664,1,2,995,,7
220006550106,995,2022-10-29T00:00:00.000,9,1,1,4,0,1,56,11,7,995,995,995,54,995,2200065501,22000655,7499,1,6,995,,6
220022870107,995,2022-10-18T00:00:00.000,1,0,0,4,1,4,30,2,9,995,995,995,1,995,2200228701,22002287,1,1,2,995,,7
220025830101,995,2022-10-05T00:00:00.000,1,1,0,4,0,4,56,2,9,995,995,995,1,0,2200258301,22002583,294,1,3,995,,1
220013060101,995,2022-10-08T00:00:00.000,11,1,0,4,0,3,40,3,6,995,995,995,60,995,2200130601,22001306,4557,1,6,995,,1
220012230105,995,2022-10-08T00:00:00.000,1,1,0,4,0,4,22,2,9,995,995,995,1,995,2200122301,22001223,277,1,6,995,,5
220025890107,995,2022-10-10T00:00:00.000,1,1,0,4,0,4,19,2,9,995,995,995,1,0,2200258901,22002589,750,1,1,995,,7
220009910104,995,2022-10-16T00:00:00.000,1,1,0,4,0,4,31,2,9,995,995,995,1,995,2200099101,22000991,1629,1,7,995,,4
220016110102,995,2022-10-19T00:00:00.000,11,1,0,1,0,3,7,3,6,995,995,995,60,995,2200161101,22001611,0,1,3,995,,2
220025700101,995,2022-10-12T00:00:00.000,6,1,0,4,1,1,46,2,7,995,995,995,45,0,2200257001,22002570,827,1,3,995,,1
220001280107,995,2022-10-19T00:00:00.000,1,0,0,4,995,995,21,2,995,995,995,995,1,0,2200012801,22000128,86,1,3,995,,7
220005330102,995,2022-10-06T00:00:00.000,1,1,0,4,0,4,50,2,9,995,995,995,1,995,2200053301,22000533,410,1,4,995,,2
220018300106,995,2022-10-17T00:00:00.000,11,1,0,1,0,4,47,2,9,995,995,995,60,995,2200183001,22001830,437,1,1,995,,6
220007680104,995,2022-10-08T00:00:00.000,2,1,0,4,0,4,2,8,9,995,995,995,10,995,2200076801,22000768,843,1,6,995,,4
220001050105,995,2022-10-21T00:00:00.000,11,1,0,4,0,2,45,3,4,995,995,995,60,995,2200010501,22000105,554,1,5,995,,5
220011280106,995,2022-10-31T00:00:00.000,9,1,0,4,0,2,37,2,4,995,995,995,51,995,2200112801,22001128,0,1,1,995,,6
220011280106,995,2022-10-31T00:00:00.000,9,1,0,3,0,4,19,2,9,995,995,995,51,995,2200112801,22001128,762,1,1,995,,6
220014400107,995,2022-10-19T00:00:00.000,1,1,0,4,0,4,24,2,9,995,995,995,1,995,2200144001,22001440,1,1,3,995,,7
220001280107,995,2022-10-19T00:00:00.000,11,0,0,1,995,995,20,2,995,995,995,995,60,0,2200012801,22000128,303,1,3,995,,7
220022870101,995,2022-10-12T00:00:00.000,1,1,0,4,0,4,58,2,9,995,995,995,1,995,2200228701,22002287,1273,1,3,995,,1
220012760106,995,2022-10-10T00:00:00.000,1,1,0,2,0,1,54,2,7,995,995,995,1,995,2200127601,22001276,2421,1,1,995,,6
220001280103,995,2022-10-15T00:00:00.000,1,1,0,4,1,1,11,2,7,995,995,995,1,0,2200012801,22000128,402,1,6,995,,3
220006070104,995,2022-10-17T00:00:00.000,2,1,0,4,0,4,54,4,9,995,995,995,10,995,2200060701,22000607,575,1,1,995,,4
220007680107,995,2022-10-11T00:00:00.000,1,1,0,4,0,5,43,2,8,995,995,995,1,995,2200076801,22000768,354,1,2,995,,7
220025890105,995,2022-10-08T00:00:00.000,11,1,0,4,0,3,57,2,6,995,995,995,60,0,2200258901,22002589,4148,1,6,995,,5
220001280106,995,2022-10-18T00:00:00.000,6,1,0,4,0,1,47,2,7,995,995,995,46,1,2200012801,22000128,489,1,2,995,,6
220013060101,995,2022-10-08T00:00:00.000,11,1,0,1,0,4,38,2,9,995,995,995,60,995,2200130601,22001306,454,1,6,995,,1
220006070107,995,2022-10-20T00:00:00.000,8,1,0,2,0,4,12,4,9,995,995,995,50,995,2200060701,22000607,279,1,4,995,,7
220006070101,995,2022-10-14T00:00:00.000,3,1,0,2,0,4,19,4,9,995,995,995,11,995,2200060701,22000607,323,1,5,995,,1
220004300107,995,2022-10-12T00:00:00.000,6,1,0,4,1,1,43,2,7,995,995,995,46,995,2200043001,22000430,1189,1,3,995,,7
220015660103,995,2022-10-14T00:00:00.000,8,1,0,4,0,1,52,4,7,995,995,995,50,995,2200156601,22001566,2093,1,5,995,,3
220001050101,995,2022-10-17T00:00:00.000,11,1,0,1,0,4,46,2,9,995,995,995,60,995,2200010501,22000105,1050,1,1,995,,1
220000500102,995,2022-10-14T00:00:00.000,10,1,0,1,0,4,55,3,9,995,995,995,37,995,2200005001,22000050,875,1,5,995,,2
220009910107,995,2022-10-19T00:00:00.000,12,0,0,1,0,4,58,1,9,995,995,995,150,995,2200099101,22000991,481,1,3,995,,7
220012230103,995,2022-10-06T00:00:00.000,7,1,0,4,0,4,35,7,9,995,995,995,30,995,2200122301,22001223,619,1,4,995,,3
220015180103,995,2022-10-08T00:00:00.000,11,0,0,1,0,3,23,2,6,995,995,995,60,995,2200151801,22001518,193,1,6,995,,3
220011280106,995,2022-10-31T00:00:00.000,11,1,0,1,0,4,39,1,9,995,995,995,60,995,2200112801,22001128,647,1,1,995,,6
220012230103,995,2022-10-06T00:00:00.000,12,1,0,4,0,4,32,7,9,995,995,995,150,995,2200122301,22001223,530,1,4,995,,3
220001050106,995,2022-10-22T00:00:00.000,2,1,0,4,0,6,31,3,10,995,995,995,10,995,2200010501,22000105,92,1,6,995,,6
220001050103,995,2022-10-19T00:00:00.000,11,1,0,1,0,4,47,2,9,995,995,995,60,995,2200010501,22000105,102,1,3,995,,3
220025700106,995,2022-10-17T00:00:00.000,2,1,0,4,1,1,8,2,7,995,995,995,10,0,2200257001,22002570,280,1,1,995,1.12,6
220005330103,995,2022-10-07T00:00:00.000,11,1,0,4,0,2,26,2,4,995,995,995,60,995,2200053301,22000533,0,1,5,995,,3
220018300101,995,2022-10-12T00:00:00.000,7,1,0,4,0,4,6,4,9,995,995,995,32,995,2200183001,22001830,10,1,3,995,,1
220015180103,995,2022-10-08T00:00:00.000,11,0,0,1,995,995,20,3,995,995,995,995,60,995,2200151801,22001518,1741,1,6,995,,3
220001050103,995,2022-10-19T00:00:00.000,1,1,0,4,0,4,24,2,9,995,995,995,1,995,2200010501,22000105,516,1,3,995,,3
220005330101,995,2022-10-05T00:00:00.000,11,1,0,4,0,2,9,2,4,995,995,995,60,995,2200053301,22000533,976,1,3,995,,1
220005330101,995,2022-10-05T00:00:00.000,11,1,0,1,0,4,33,2,9,995,995,995,60,995,2200053301,22000533,261,1,3,995,,1
220005330103,995,2022-10-07T00:00:00.000,10,1,0,4,0,4,44,2,9,995,995,995,33,995,2200053301,22000533,1016,1,5,995,,3
220015180102,995,2022-10-07T00:00:00.000,11,1,0,1,0,3,15,4,6,995,995,995,60,995,2200151801,22001518,0,1,5,995,2.25,2
220001050103,995,2022-10-19T00:00:00.000,10,1,0,4,0,4,13,2,9,995,995,995,37,995,2200010501,22000105,86,1,3,995,,3
220007680101,995,2022-10-05T00:00:00.000,11,1,0,4,0,3,9,8,6,995,995,995,60,995,2200076801,22000768,743,1,3,995,,1
220025830103,995,2022-10-07T00:00:00.000,6,1,0,4,0,4,20,2,9,995,995,995,46,1,2200258301,22002583,315,1,5,995,,3
220012760105,995,2022-10-09T00:00:00.000,7,1,0,1,0,1,59,2,7,995,995,995,30,995,2200127601,22001276,182,1,7,995,,5
220004300107,995,2022-10-12T00:00:00.000,6,1,0,1,1,1,54,2,7,995,995,995,46,995,2200043001,22000430,1067,1,3,995,,7
220012760104,995,2022-10-08T00:00:00.000,1,1,0,4,3,1,55,2,7,995,995,995,1,995,2200127601,22001276,6156,0,6,995,,4
220025890104,995,2022-10-07T00:00:00.000,11,1,0,4,0,3,49,8,6,995,995,995,60,0,2200258901,22002589,1306,1,5,995,,4
220012230102,995,2022-10-05T00:00:00.000,11,1,0,4,0,3,25,2,6,995,995,995,60,995,2200122301,22001223,0,1,3,995,,2
220025700102,995,2022-10-13T00:00:00.000,6,1,0,1,2,4,23,2,9,995,995,995,45,0,2200257001,22002570,270,1,4,995,,2
220015180103,995,2022-10-08T00:00:00.000,9,0,0,1,0,3,23,2,6,995,995,995,53,995,2200151801,22001518,0,1,6,995,,3
220015180103,995,2022-10-08T00:00:00.000,9,0,0,4,0,4,42,4,9,995,995,995,53,995,2200151801,22001518,397,1,6,995,,3
220005330104,995,2022-10-08T00:00:00.000,3,1,0,4,0,2,24,11,4,995,995,995,13,995,2200053301,22000533,335,0,6,995,,4
220006070105,995,2022-10-18T00:00:00.000,2,1,0,4,0,4,54,4,9,995,995,995,10,995,2200060701,22000607,74,1,2,995,,5
220025890105,995,2022-10-08T00:00:00.000,11,1,0,4,0,3,52,8,6,995,995,995,60,0,2200258901,22002589,3093,1,6,995,,5
220001050106,995,2022-10-22T00:00:00.000,11,1,0,4,0,3,21,3,6,995,995,995,60,995,2200010501,22000105,973,1,6,995,,6
220007680104,995,2022-10-08T00:00:00.000,11,1,0,4,0,4,43,4,9,995,995,995,60,995,2200076801,22000768,70,1,6,995,,4
220018300101,995,2022-10-12T00:00:00.000,1,1,0,4,0,4,15,2,9,995,995,995,1,995,2200183001,22001830,1407,1,3,995,,1
220014400106,995,2022-10-18T00:00:00.000,11,1,0,4,0,4,5,2,9,995,995,995,60,995,2200144001,22001440,977,1,2,995,,6
220025700103,995,2022-10-14T00:00:00.000,2,1,0,1,1,4,6,2,9,995,995,995,10,0,2200257001,22002570,145,1,5,995,,3
220005330106,995,2022-10-10T00:00:00.000,11,1,0,1,0,4,1,2,9,995,995,995,60,995,2200053301,22000533,276,1,1,995,,6
