fact_column,total_dimension1,average_dimension2,latitude,longitude,address,status_latitude,status_longitude,location_address
2023-04-17 06:00:00.629,1.0,1.0,40.612231,-74.1301262,1970 VICTORY BOULEVARD,40.612231,-74.1301262,1970 VICTORY BOULEVARD
2023-04-17 06:00:00.629,1.0,1.0,40.76777013,-73.95569057,399 EAST 72 STREET,40.76777013,-73.95569057,399 EAST 72 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.75195044,-73.93337963,39-27 31 STREET,40.75195044,-73.93337963,39-27 31 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.768093,-73.968364,21 EAST 66 STREET,40.768093,-73.968364,21 EAST 66 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.80383351,-73.93810707,133 EAST 124 STREET,40.80383351,-73.93810707,133 EAST 124 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.6980506,-73.802253,150-05 LIBERTY AVENUE,40.6980506,-73.802253,150-05 LIBERTY AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.77428147,-73.96346015,30 EAST 76 STREET,40.77428147,-73.96346015,30 EAST 76 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.59771508,-74.08382835,1232 HYLAN BOULEVARD,40.59771508,-74.08382835,1232 HYLAN BOULEVARD
2023-04-17 06:00:00.629,1.0,1.0,40.762073,-73.918518,37-01 31 AVENUE,40.762073,-73.918518,37-01 31 AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.78633453,-73.97205515,80 WEST 86 STREET,40.78633453,-73.97205515,80 WEST 86 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.76893883,-73.96096732,200 EAST 71 STREET,40.76893883,-73.96096732,200 EAST 71 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.78094218,-73.98096599,215 WEST 75 STREET,40.78094218,-73.98096599,215 WEST 75 STREET
2023-04-17 06:00:00.629,1.0,1.0,40.695205,-73.845595,101-21 JAMAICA AVENUE,40.695205,-73.845595,101-21 JAMAICA AVENUE
,1.0,1.0,40.590983,-74.100732,19 SEAVIEW AVENUE,40.590983,-74.100732,19 SEAVIEW AVENUE
2023-04-17 06:00:00.629,1.0,1.0,40.800681,-73.96826,251 WEST 105 STREET,40.800681,-73.96826,251 WEST 105 STREET
