fatal_crashes,vehicle_safety_violations_per_vehicle,sector_average_base_safety_violations_per_vehicle,industry_sector,latitude,longitude
0.0,0.0,0.01,luxury limo,40.922042,-74.069773
0.0,0.0,0.01,luxury limo,40.803251,-73.90843
0.0,0.0,0.01,luxury limo,40.823087,-74.155516
0.0,0.01,0.01,luxury limo,40.779966,-73.898038
0.0,0.04,0.01,luxury limo,40.782137,-73.826104
0.0,0.05,0.01,luxury limo,40.830027,-73.9723
0.0,0.06,0.01,luxury limo,40.740878,-73.942043
0.0,0.13,0.01,luxury limo,40.737289,-73.89592
0.0,0.13,0.01,luxury limo,40.592698,-73.948855
0.0,0.0,0.02,black car,40.75273,-74.00641
0.0,0.0,0.02,black car,40.75273,-74.00641
0.0,0.0,0.02,black car,40.625703,-73.939761
0.0,0.0,0.02,black car,40.75273,-74.00641
0.0,0.0,0.02,black car,40.75273,-74.006408
0.0,0.0,0.02,black car,40.75273,-74.00641
0.0,0.0,0.02,black car,40.75273,-74.00641
0.0,0.0,0.02,black car,40.75273,-74.00641
0.0,0.0,0.02,black car,40.75273,-74.00641
0.0,0.0,0.02,black car,40.75273,-74.006408
0.0,0.0,0.02,black car,40.75273,-74.00641
0.0,0.03,0.02,black car,40.75273,-74.006408
0.0,0.03,0.02,black car,40.75273,-74.006408
0.0,0.06,0.02,black car,40.733779,-73.635348
0.0,0.06,0.02,black car,40.74393,-73.98819
0.0,0.08,0.02,black car,40.75273,-74.00641
0.0,0.08,0.02,black car,40.75273,-74.00641
0.0,0.08,0.02,black car,40.75273,-74.00641
0.0,0.08,0.02,black car,40.75273,-74.00641
0.0,0.09,0.02,black car,40.735627,-73.93612
0.0,0.09,0.02,black car,40.59092,-73.961
0.0,0.09,0.02,black car,40.59092,-73.961
0.0,0.09,0.02,black car,40.59092,-73.961
0.0,0.09,0.02,black car,40.701122,-73.83138
0.0,0.09,0.02,black car,40.59092,-73.961
0.0,0.13,0.02,black car,40.756839,-73.999141
0.0,0.13,0.02,black car,40.592698,-73.948855
0.0,0.15,0.02,black car,40.59092,-73.961
0.0,0.15,0.02,black car,40.59092,-73.961
0.0,0.15,0.02,black car,40.75273,-74.00641
0.0,0.15,0.02,black car,40.59092,-73.961
0.0,0.15,0.02,black car,40.75273,-74.00641
0.0,0.15,0.02,black car,40.75273,-74.00641
0.0,0.15,0.02,black car,40.75273,-74.00641
0.0,0.15,0.02,black car,40.59092,-73.961
0.0,0.16,0.02,black car,40.75273,-74.00641
0.0,0.16,0.02,black car,40.75273,-74.00641
0.0,0.16,0.02,black car,40.75273,-74.00641
0.0,0.16,0.02,black car,40.75273,-74.00641
0.0,0.2,0.02,black car,40.764583,-73.83384
0.0,0.22,0.02,black car,40.75273,-74.00641
0.0,0.22,0.02,black car,40.75273,-74.00641
0.0,0.22,0.02,black car,40.75273,-74.00641
0.0,0.22,0.02,black car,40.75273,-74.00641
0.0,0.26,0.02,black car,40.82848,-73.394994
0.0,0.0,0.03,livery,40.717166,-73.857354
0.0,0.0,0.03,livery,40.751777,-73.930235
0.0,0.0,0.03,livery,40.615053,-73.98053
0.0,0.02,0.03,livery,40.871273,-73.847835
0.0,0.03,0.03,livery,40.751777,-73.930235
0.0,0.03,0.03,livery,40.675852,-73.96356
0.0,0.03,0.03,livery,40.680078,-73.958011
0.0,0.04,0.03,livery,40.602225,-73.99315
0.0,0.06,0.03,livery,40.765944,-73.912989
0.0,0.07,0.03,livery,40.617782,-74.101897
0.0,0.09,0.03,livery,40.59092,-73.961
0.0,0.09,0.03,livery,40.59092,-73.961
0.0,0.09,0.03,livery,40.59092,-73.961
0.0,0.09,0.03,livery,40.59092,-73.961
0.0,0.09,0.03,livery,40.681771,-73.98047
0.0,0.1,0.03,livery,40.752792,-73.88013
0.0,0.11,0.03,livery,40.864833,-73.92718
0.0,0.11,0.03,livery,40.819497,-73.88907
0.0,0.13,0.03,livery,40.756839,-73.999141
0.0,0.15,0.03,livery,40.59092,-73.961
0.0,0.15,0.03,livery,40.59092,-73.961
0.0,0.15,0.03,livery,40.59092,-73.961
0.0,0.15,0.03,livery,40.59092,-73.961
0.0,0.16,0.03,livery,40.807098,-73.952675
0.0,0.19,0.03,livery,40.688403,-73.819306
0.0,0.21,0.03,livery,40.711192,-73.951373
0.0,0.34,0.03,livery,40.752235,-73.85365
