tru,section,bin,start_date,end_date,status_description,borough,floor,building_owner_name,procedure_name,rank,dense_rank
TRU1749BK19,"Apts A,B,C,D,E,F,G,J,K,L,M,N,P,Q,R",3188894.0,2019-10-15,2020-10-13,Submitted,Brooklyn,roof,New York City Housing Authority (NYCHA),Tent,1,1
TRU1749BK19,"Apts A,B,C,D,E,F,G,J,K,L,M,N,P,Q,R",3188894.0,2019-10-15,2020-10-13,Submitted,Brooklyn,11th,New York City Housing Authority (NYCHA),Tent,1,1
TRU0745BK20,Kitchen / Pantry,3117240.0,2020-07-13,2021-06-30,Closed,Brooklyn,Cellar,Holy Cross RC Church,Interior Foam,1,2
TRU1444BK20,boiler room,3127184.0,2020-12-05,2021-11-27,Closed,Brooklyn,basement,Leon Goldenberg,Tent,1,3
TRU0517BK21,Exterior Façade  Elevation #1 - 36,3321346.0,2021-05-25,2022-04-13,Closed,Brooklyn,2,New York City Housing Authority (NYCHA),Exterior Vertical Surface,1,4
TRU1635BK21,Pump & Tank Room,3321764.0,2021-10-20,2022-10-11,Closed,Brooklyn,Cellar,New York City Housing Authority (NYCHA),DEP Variance,1,5
TRU0282BK22,APT. #1C CHASE WALL,3327882.0,2022-03-22,2023-02-10,Closed,Brooklyn,1ST FLR,New York City Housing Authority (NYCHA),Tent,1,6
TRU0534BK22,Roof 'B',3819133.0,2022-03-28,2023-03-17,Closed,Brooklyn,5.5,"Consolidated Edison   Company of NY, Inc.",Exterior Foam,1,7
TRU0812BK22,"Upper Level of Duplex 1223C,1224c,1225C,1226C,1227C,1228C,1229C,1230C,1231C",3385303.0,2022-04-28,2023-04-24,Closed,Brooklyn,12th,New York City Housing Authority (NYCHA),Tent,1,8
TRU1506BK22,Stair Hall #56 151 Ten Eyck Walk APT. #3B Exterior Windows,3327884.0,2022-08-29,2023-07-31,Closed,Brooklyn,3rd,New York City Housing Authority (NYCHA),Exterior Vertical Surface,1,9
TRU1506BK22,Stair Hall #56 151 Ten Eyck Walk APT. #3B Exterior Windows,3327884.0,2022-08-29,2023-07-31,Closed,Brooklyn,3rd,New York City Housing Authority (NYCHA),Exterior Vertical Surface,1,9
TRU0698BK24,Tank Room,3321770.0,2024-05-06,2025-04-10,Closed,Brooklyn,Cellar,New York City Housing Authority (NYCHA),Full Containment,1,10
TRU0764BK24,Courtyard East Elevation,3039906.0,2024-06-26,2025-04-18,Submitted,Brooklyn,1st-4th Fl,NYC School Construction Authority (NYCSCA),Exterior Vertical Surface,1,11
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,18,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,14,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,13,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,18,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,14,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,13,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,18,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,14,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,13,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,18,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,14,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2441BK24,Unit A - Kitchen,3095889.0,2025-05-15,2025-12-09,Postponed,Brooklyn,13,Linden Plaza Preservation L.P.,DEP Variance,1,12
TRU2469BK24,Auditorium Blower Room,3071024.0,2024-12-26,2025-12-16,Submitted,Brooklyn,5th Floor,NYC School Construction Authority (NYCSCA),Tent,1,13
TRU2469BK24,Auditorium Blower Room,3071024.0,2024-12-26,2025-12-16,Submitted,Brooklyn,Basement,NYC School Construction Authority (NYCSCA),Tent,1,13
TRU0037BK25,Apt. 1B,3321414.0,2025-01-27,2026-01-09,Closed,Brooklyn,1,New York City Housing Authority (NYCHA),VAT Protocol in NYCHA Apt,1,14
TRU0189BK25,Exterior Facade - Elevations #1 - 8,3339436.0,2025-04-10,2026-02-04,Submitted,Brooklyn,2,New York City Housing Authority (NYCHA),Exterior Vertical Surface,1,15
TRU0811BK25,IT Closet,3054897.0,2025-05-28,2026-05-08,Closed,Brooklyn,9,Pratt Institute,Tent,1,16
TRU0811BK25,IT Closet,3054897.0,2025-05-28,2026-05-08,Closed,Brooklyn,9,Pratt Institute,Tent,1,16
TRU0979BK25,"Exterior Facade Elevations# 13,14,16",3335247.0,2025-08-05,2026-06-05,Closed,Brooklyn,5,New York City Housing Authority (NYCHA),Exterior Vertical Surface,1,17
TRU1085BK25,Exterior Facade - Elevations #9 - 14,3339438.0,2025-07-31,2026-06-19,Postponed,Brooklyn,12,New York City Housing Authority (NYCHA),Exterior Vertical Surface,1,18
TRU1085BK25,Exterior Facade - Elevations #9 - 14,3339438.0,2025-07-31,2026-06-19,Postponed,Brooklyn,12,New York City Housing Authority (NYCHA),Exterior Vertical Surface,1,18
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,16,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,1,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,5,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,10,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Corridor,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
TRU1252BK25,Unit L - Bedroom,3343253.0,2025-09-10,2026-07-15,Postponed,Brooklyn,4,Linden Plaza Preservation L.P.,DEP Variance,1,19
