work_id,floor_id,item_quantity,floor_fixtures,floor_outlets,fee_amount
000FE78B-5164-E811-8119-005056B627E4,0,4.0,0,0,2280.0
000FE78B-5164-E811-8119-005056B627E4,0,4.0,0,0,1935.0
000FE78B-5164-E811-8119-005056B627E4,0,4.0,0,0,1200.0
0091011B-0D52-E911-8120-005056B627E4,FF90011B-0D52-E911-8120-005056B627E4,169.0,60,177,42.25
0095562C-3BC7-E811-811B-005056B627E4,D77CDDDF-3AC7-E811-811B-005056B627E4,205.0,38,87,51.25
00D611FC-252A-E811-8117-005056B627E4,FFD511FC-252A-E811-8117-005056B627E4,157.0,15,59,39.25
0017299E-3F17-E811-8117-005056B627E4,190FF191-3F17-E811-8117-005056B627E4,242.0,20,55,60.5
0017299E-3F17-E811-8117-005056B627E4,190FF191-3F17-E811-8117-005056B627E4,242.0,27,55,60.5
003D98CE-2B2E-E911-811E-005056B627E6,0,15.0,0,0,2280.0
003D98CE-2B2E-E911-811E-005056B627E6,0,15.0,0,0,1935.0
003D98CE-2B2E-E911-811E-005056B627E6,0,15.0,0,0,1200.0
0022955F-B9E1-E711-8116-005056B627E6,0,1.0,0,0,2280.0
0022955F-B9E1-E711-8116-005056B627E6,0,1.0,0,0,1935.0
0022955F-B9E1-E711-8116-005056B627E6,0,1.0,0,0,1200.0
00ED446D-ED44-E811-8117-005056B627E4,FFEC446D-ED44-E811-8117-005056B627E4,47.0,14,57,11.75
0064AD01-0440-E911-811F-005056B627E6,0,1.0,0,0,2280.0
0064AD01-0440-E911-811F-005056B627E6,0,1.0,0,0,1935.0
0064AD01-0440-E911-811F-005056B627E6,0,1.0,0,0,1200.0
00683452-2EFE-E811-811B-005056B627E4,0,1.0,0,0,2280.0
00683452-2EFE-E811-811B-005056B627E4,0,1.0,0,0,1935.0
00683452-2EFE-E811-811B-005056B627E4,0,1.0,0,0,1200.0
007E1374-7C21-E811-8117-005056B627E4,91BCA85D-7C21-E811-8117-005056B627E4,29.0,13,13,7.25
000BCB9A-BCED-E811-811A-005056B627E6,0,1.0,0,0,2280.0
000BCB9A-BCED-E811-811A-005056B627E6,0,1.0,0,0,1935.0
000BCB9A-BCED-E811-811A-005056B627E6,0,1.0,0,0,1200.0
01176498-4302-E911-811C-005056B627E4,00176498-4302-E911-811C-005056B627E4,72.0,20,60,18.0
01176498-4302-E911-811C-005056B627E4,00176498-4302-E911-811C-005056B627E4,72.0,10,60,18.0
009000AC-5D7A-E811-811A-005056B627E4,0,2.0,0,0,2280.0
009000AC-5D7A-E811-811A-005056B627E4,0,2.0,0,0,1935.0
009000AC-5D7A-E811-811A-005056B627E4,0,2.0,0,0,1200.0
009F8962-17DD-E811-811A-005056B627E6,FF9E8962-17DD-E811-811A-005056B627E6,160.0,1,2,40.0
00D10360-6CEF-E811-811A-005056B627E6,0,1.0,0,0,2280.0
