member_id,automation_email_id,list_id,automation_recipient_id
4956ae6c75ac652fd9a32c7c5ed8083a,b63e7b8aff,8e423a4179,7acd5507db52f7da87e1e4ea4a8e6c01
4d1bf0aa67690a2b483771ce00cfb6a7,b63e7b8aff,8e423a4179,f57ab77e19e386911a5757ce39e6727c
4956ae6c75ac652fd9a32c7c5ed8083a,123,8e423a4180,0c861beb62e2bb8f57ff3a33bcca8c71
5a1bf0aa67690a2b483771ce00cfb6a8,b63e7b8ag1,8e423a4181,341e46bf6d81d2d630ad154b7470c279
6b2bf0aa67690a2b483771ce00cfb6a9,b63e7b8ag1,8e423a4181,b8b6a3468ae53374ed474a0c55fb8def
7c3bf0aa67690a2b483771ce00cfb6b0,b63e7b8ag1,8e423a4181,dfbc2ca3165fd4c65cf19c38f85110c1
8d4bf0aa67690a2b483771ce00cfb6b1,b63e7b8ag3,8e423a4182,62cb098495cf158fa6fc101d36fb0df1
9e5bf0aa67690a2b483771ce00cfb6b2,b63e7b8ag3,8e423a4182,15c92e04f52052b9018ef5c21d6fece1
1g7bf0aa67690a2b483771ce00cfb6b4,b63e7b8ag4,8e423a4183,713f57892e0d9a7b2a54f489523abc9e
2h8bf0aa67690a2b483771ce00cfb6b5,b63e7b8ag4,8e423a4183,d2ae3ac9de62fa6f67f83cd81ee5383c
3i9bf0aa67690a2b483771ce00cfb6b6,b63e7b8ag5,8e423a4184,0881d411f615eb04524dc4afbe4ed9f3
4j0bf0aa67690a2b483771ce00cfb6b7,b63e7b8ag5,8e423a4184,74ec8a9aa9afd058eff0cd82a28e5b0f
