automation_email_id,member_id,_fivetran_synced,list_id
b63e7b8aff,4956ae6c75ac652fd9a32c7c5ed8083a,2020-04-21 14:59:12.754,8e423a4179
b63e7b8aff,4d1bf0aa67690a2b483771ce00cfb6a7,2020-04-21 14:59:12.706,8e423a4179
123,4956ae6c75ac652fd9a32c7c5ed8083a,2020-04-21 14:59:12.755,8e423a4180
b63e7b8ag1,5a1bf0aa67690a2b483771ce00cfb6a8,2020-04-26 10:05:00,8e423a4181
b63e7b8ag1,6b2bf0aa67690a2b483771ce00cfb6a9,2020-04-26 10:05:00,8e423a4181
b63e7b8ag1,7c3bf0aa67690a2b483771ce00cfb6b0,2020-04-26 10:05:00,8e423a4181
b63e7b8ag3,8d4bf0aa67690a2b483771ce00cfb6b1,2020-04-26 11:05:00,8e423a4182
b63e7b8ag3,9e5bf0aa67690a2b483771ce00cfb6b2,2020-04-26 11:05:00,8e423a4182
b63e7b8ag4,1g7bf0aa67690a2b483771ce00cfb6b4,2020-04-26 12:05:00,8e423a4183
b63e7b8ag4,2h8bf0aa67690a2b483771ce00cfb6b5,2020-04-26 12:05:00,8e423a4183
b63e7b8ag5,3i9bf0aa67690a2b483771ce00cfb6b6,2020-04-26 13:05:00,8e423a4184
b63e7b8ag5,4j0bf0aa67690a2b483771ce00cfb6b7,2020-04-26 13:05:00,8e423a4184
